snapshot,country,region,value,unit
2045-01-01 00:00:00,XY,CE,40.49701160352334,usd/MWh_el
2045-01-02 01:00:00,XY,CE,68.4338345937394,usd/MWh_el
2045-01-03 02:00:00,XY,CE,68.4338345937394,usd/MWh_el
2045-01-04 03:00:00,XY,CE,70.16802730247474,usd/MWh_el
2045-01-05 04:00:00,XY,CE,55.22822244623067,usd/MWh_el
2045-01-06 05:00:00,XY,CE,40.4968763241177,usd/MWh_el
2045-01-07 06:00:00,XY,CE,70.16802730247474,usd/MWh_el
2045-01-08 07:00:00,XY,CE,55.22835260976143,usd/MWh_el
2045-01-09 08:00:00,XY,CE,40.49701160352335,usd/MWh_el
2045-01-10 09:00:00,XY,CE,18.701534875459288,usd/MWh_el
2045-01-11 10:00:00,XY,CE,3.0,usd/MWh_el
2045-01-12 11:00:00,XY,CE,3.0,usd/MWh_el
2045-01-13 12:00:00,XY,CE,0.010858052436,usd/MWh_el
2045-01-14 13:00:00,XY,CE,17.582573589910886,usd/MWh_el
2045-01-15 14:00:00,XY,CE,18.701534875459288,usd/MWh_el
2045-01-16 15:00:00,XY,CE,18.701534875459288,usd/MWh_el
2045-01-17 16:00:00,XY,CE,40.4968763241177,usd/MWh_el
2045-01-18 17:00:00,XY,CE,23.98121715393738,usd/MWh_el
2045-01-19 18:00:00,XY,CE,68.4338345937394,usd/MWh_el
2045-01-20 19:00:00,XY,CE,119.08647568605808,usd/MWh_el
2045-01-21 20:00:00,XY,CE,119.08647568605808,usd/MWh_el
2045-01-22 21:00:00,XY,CE,70.16802730247474,usd/MWh_el
2045-01-23 22:00:00,XY,CE,70.16802730247474,usd/MWh_el
2045-01-24 23:00:00,XY,CE,70.16802730247474,usd/MWh_el
2045-01-26 00:00:00,XY,CE,55.22822244623067,usd/MWh_el
2045-01-27 01:00:00,XY,CE,68.4338345937394,usd/MWh_el
2045-01-28 02:00:00,XY,CE,68.4338345937394,usd/MWh_el
2045-01-29 03:00:00,XY,CE,55.22799360967395,usd/MWh_el
2045-01-30 04:00:00,XY,CE,55.22822244623067,usd/MWh_el
2045-01-31 05:00:00,XY,CE,24.947590213252724,usd/MWh_el
2045-02-01 06:00:00,XY,CE,18.70183135660893,usd/MWh_el
2045-02-02 07:00:00,XY,CE,40.4968763241177,usd/MWh_el
2045-02-03 08:00:00,XY,CE,52.53652532575035,usd/MWh_el
2045-02-04 09:00:00,XY,CE,40.4968763241177,usd/MWh_el
2045-02-05 10:00:00,XY,CE,7.99046638756624,usd/MWh_el
2045-02-06 11:00:00,XY,CE,0.010858052436,usd/MWh_el
2045-02-07 12:00:00,XY,CE,0.01066011860712,usd/MWh_el
2045-02-08 13:00:00,XY,CE,0.01066011860712,usd/MWh_el
2045-02-09 14:00:00,XY,CE,0.01066011860712,usd/MWh_el
2045-02-10 15:00:00,XY,CE,3.0,usd/MWh_el
2045-02-11 16:00:00,XY,CE,7.99046638756624,usd/MWh_el
2045-02-12 17:00:00,XY,CE,40.49687632411771,usd/MWh_el
2045-02-13 18:00:00,XY,CE,70.16802730247474,usd/MWh_el
