snapshot,region,status,value,country,unit
2045-01-01 00:00:00,CE,charging,28.96842105265,XY,MW
2045-01-02 01:00:00,NR,charging,34.400000000030005,XY,MW
2045-01-03 02:00:00,SO,charging,27.157894736870002,XY,MW
2045-01-04 03:00:00,CE,charging,27.6210526316,XY,MW
2045-01-05 04:00:00,NR,charging,32.80000000002,XY,MW
2045-01-06 05:00:00,SO,charging,25.89473684213,XY,MW
2045-01-07 06:00:00,CE,charging,28.294736842120003,XY,MW
2045-01-08 07:00:00,NR,charging,33.60000000003,XY,MW
2045-01-09 08:00:00,SO,charging,26.526315789500003,XY,MW
2045-01-10 09:00:00,CE,charging,30.315789473709998,XY,MW
2045-01-11 10:00:00,NR,charging,36.00000000003,XY,MW
2045-01-12 11:00:00,SO,charging,28.421052631609996,XY,MW
2045-01-13 12:00:00,CE,charging,30.315789473709998,XY,MW
2045-01-14 13:00:00,NR,charging,36.00000000003,XY,MW
2045-01-15 14:00:00,SO,charging,28.421052631609996,XY,MW
2045-01-16 15:00:00,CE,charging,28.96842105265,XY,MW
2045-01-17 16:00:00,NR,charging,34.400000000030005,XY,MW
2045-01-18 17:00:00,SO,charging,27.157894736870002,XY,MW
2045-01-19 18:00:00,CE,charging,29.64210526318,XY,MW
2045-01-20 19:00:00,NR,charging,35.20000000003,XY,MW
2045-01-21 20:00:00,SO,charging,27.78947368424,XY,MW
2045-01-22 21:00:00,CE,charging,17.17894736844,XY,MW
2045-01-23 22:00:00,NR,charging,20.40000000002,XY,MW
2045-01-24 23:00:00,SO,charging,16.10526315792,XY,MW
2045-01-26 00:00:00,CE,charging,16.16842105265,XY,MW
2045-01-27 01:00:00,NR,charging,19.20000000001,XY,MW
2045-01-28 02:00:00,SO,charging,15.15789473686,XY,MW
2045-01-29 03:00:00,CE,charging,15.831578947370001,XY,MW
2045-01-30 04:00:00,NR,charging,18.80000000001,XY,MW
2045-01-31 05:00:00,SO,charging,14.842105263170001,XY,MW
2045-02-01 06:00:00,CE,charging,16.16842105265,XY,MW
2045-02-02 07:00:00,NR,charging,19.20000000001,XY,MW
2045-02-03 08:00:00,SO,charging,15.15789473686,XY,MW
