snapshot,country,sector,value,unit
2045-01-01 00:00:00,XY,Inflexible_Power,6545.5,MW
2045-01-02 01:00:00,XY,Inflexible_Power,6077.5,MW
2045-01-03 02:00:00,XY,Inflexible_Power,5936.0,MW
2045-01-04 03:00:00,XY,Inflexible_Power,6106.5,MW
2045-01-05 04:00:00,XY,Inflexible_Power,6184.0,MW
2045-01-06 05:00:00,XY,Inflexible_Power,6261.5,MW
2045-01-07 06:00:00,XY,Inflexible_Power,7023.0,MW
2045-01-08 07:00:00,XY,Inflexible_Power,7356.0,MW
2045-01-09 08:00:00,XY,Inflexible_Power,8084.5,MW
2045-01-10 09:00:00,XY,Inflexible_Power,8892.0,MW
2045-01-11 10:00:00,XY,Inflexible_Power,8274.0,MW
2045-01-12 11:00:00,XY,Inflexible_Power,8098.0,MW
2045-01-13 12:00:00,XY,Inflexible_Power,7854.0,MW
2045-01-14 13:00:00,XY,Inflexible_Power,7863.0,MW
2045-01-15 14:00:00,XY,Inflexible_Power,8314.0,MW
2045-01-16 15:00:00,XY,Inflexible_Power,8685.0,MW
2045-01-17 16:00:00,XY,Inflexible_Power,9039.0,MW
2045-01-18 17:00:00,XY,Inflexible_Power,8439.0,MW
2045-01-19 18:00:00,XY,Inflexible_Power,8803.0,MW
2045-01-20 19:00:00,XY,Inflexible_Power,9008.5,MW
2045-01-21 20:00:00,XY,Inflexible_Power,8344.5,MW
2045-01-22 21:00:00,XY,Inflexible_Power,8117.0,MW
2045-01-23 22:00:00,XY,Inflexible_Power,7557.5,MW
2045-01-24 23:00:00,XY,Inflexible_Power,7138.0,MW
2045-01-26 00:00:00,XY,Inflexible_Power,6545.5,MW
2045-01-27 01:00:00,XY,Inflexible_Power,6150.0,MW
2045-01-28 02:00:00,XY,Inflexible_Power,6018.5,MW
2045-01-29 03:00:00,XY,Inflexible_Power,5919.5,MW
2045-01-30 04:00:00,XY,Inflexible_Power,5964.5,MW
2045-01-31 05:00:00,XY,Inflexible_Power,6449.5,MW
2045-02-01 06:00:00,XY,Inflexible_Power,5723.0,MW
2045-02-02 07:00:00,XY,Inflexible_Power,6015.0,MW
2045-02-03 08:00:00,XY,Inflexible_Power,7642.5,MW
2045-02-04 09:00:00,XY,Inflexible_Power,7634.0,MW
2045-02-05 10:00:00,XY,Inflexible_Power,7633.5,MW
2045-02-06 11:00:00,XY,Inflexible_Power,7620.0,MW
2045-02-07 12:00:00,XY,Inflexible_Power,7121.0,MW
2045-02-08 13:00:00,XY,Inflexible_Power,6300.0,MW
2045-02-09 14:00:00,XY,Inflexible_Power,6548.0,MW
2045-02-10 15:00:00,XY,Inflexible_Power,6718.5,MW
2045-02-11 16:00:00,XY,Inflexible_Power,7024.0,MW
2045-02-12 17:00:00,XY,Inflexible_Power,7396.0,MW
2045-02-13 18:00:00,XY,Inflexible_Power,7745.5,MW
2045-02-14 19:00:00,XY,Inflexible_Power,7574.5,MW
2045-02-15 20:00:00,XY,Inflexible_Power,7221.5,MW
2045-02-16 21:00:00,XY,Inflexible_Power,7024.5,MW
2045-02-17 22:00:00,XY,Inflexible_Power,7120.0,MW
2045-02-18 23:00:00,XY,Inflexible_Power,6789.5,MW
2045-02-20 00:00:00,XY,Inflexible_Power,6020.0,MW
2045-02-21 01:00:00,XY,Inflexible_Power,5654.5,MW
2045-02-22 02:00:00,XY,Inflexible_Power,5295.0,MW
2045-02-23 03:00:00,XY,Inflexible_Power,5231.5,MW
2045-02-24 04:00:00,XY,Inflexible_Power,5512.5,MW
2045-02-25 05:00:00,XY,Inflexible_Power,5781.5,MW
2045-02-26 06:00:00,XY,Inflexible_Power,6341.5,MW
2045-02-27 07:00:00,XY,Inflexible_Power,6858.0,MW
2045-02-28 08:00:00,XY,Inflexible_Power,7320.5,MW
2045-03-01 09:00:00,XY,Inflexible_Power,8508.5,MW
2045-03-02 10:00:00,XY,Inflexible_Power,8664.0,MW
2045-03-03 11:00:00,XY,Inflexible_Power,9050.5,MW
2045-03-04 12:00:00,XY,Inflexible_Power,8590.0,MW
2045-03-05 13:00:00,XY,Inflexible_Power,8621.5,MW
2045-03-06 14:00:00,XY,Inflexible_Power,9158.0,MW
2045-03-07 15:00:00,XY,Inflexible_Power,9295.5,MW
2045-03-08 16:00:00,XY,Inflexible_Power,8757.0,MW
2045-03-09 17:00:00,XY,Inflexible_Power,8734.5,MW
2045-03-10 18:00:00,XY,Inflexible_Power,9456.0,MW
2045-03-11 19:00:00,XY,Inflexible_Power,9383.5,MW
2045-03-12 20:00:00,XY,Inflexible_Power,8999.5,MW
2045-03-13 21:00:00,XY,Inflexible_Power,8741.0,MW
2045-03-14 22:00:00,XY,Inflexible_Power,8503.5,MW
2045-03-15 23:00:00,XY,Inflexible_Power,7295.0,MW
2045-03-17 00:00:00,XY,Inflexible_Power,6999.5,MW
2045-03-18 01:00:00,XY,Inflexible_Power,6780.0,MW
2045-03-19 02:00:00,XY,Inflexible_Power,6795.5,MW
2045-03-20 03:00:00,XY,Inflexible_Power,6544.0,MW
2045-03-21 04:00:00,XY,Inflexible_Power,6647.0,MW
2045-03-22 05:00:00,XY,Inflexible_Power,6777.0,MW
2045-03-23 06:00:00,XY,Inflexible_Power,7189.0,MW
2045-03-24 07:00:00,XY,Inflexible_Power,7956.5,MW
2045-03-25 08:00:00,XY,Inflexible_Power,8694.5,MW
2045-03-26 09:00:00,XY,Inflexible_Power,9227.0,MW
2045-03-27 10:00:00,XY,Inflexible_Power,9194.0,MW
2045-03-28 11:00:00,XY,Inflexible_Power,9332.5,MW
2045-03-29 12:00:00,XY,Inflexible_Power,7854.0,MW
2045-03-30 13:00:00,XY,Inflexible_Power,7926.5,MW
2045-03-31 14:00:00,XY,Inflexible_Power,9158.0,MW
2045-04-01 15:00:00,XY,Inflexible_Power,11333.0,MW
2045-04-02 16:00:00,XY,Inflexible_Power,11002.0,MW
2045-04-03 17:00:00,XY,Inflexible_Power,10887.5,MW
2045-04-04 18:00:00,XY,Inflexible_Power,10634.5,MW
2045-04-05 19:00:00,XY,Inflexible_Power,10134.0,MW
2045-04-06 20:00:00,XY,Inflexible_Power,9840.5,MW
