flow,snapshot,value,unit
XY_CE_to_XY_NR,2045-01-01 00:00:00,-664.8989214708415,MW
XY_CE_to_XY_NR,2045-01-02 01:00:00,-1645.3249999980503,MW
XY_CE_to_XY_NR,2045-01-03 02:00:00,-1673.3249999980403,MW
XY_CE_to_XY_NR,2045-01-04 03:00:00,-1619.44999999804,MW
XY_CE_to_XY_NR,2045-01-05 04:00:00,-873.5182141660405,MW
XY_CE_to_XY_NR,2045-01-06 05:00:00,-636.2105961135502,MW
XY_CE_to_XY_NR,2045-01-07 06:00:00,-1465.39999999804,MW
XY_CE_to_XY_NR,2045-01-08 07:00:00,-1147.7607170867755,MW
XY_CE_to_XY_NR,2045-01-09 08:00:00,-218.24290167251314,MW
XY_CE_to_XY_NR,2045-01-10 09:00:00,-467.78006948447893,MW
XY_CE_to_XY_NR,2045-01-11 10:00:00,-299.7159414390601,MW
XY_CE_to_XY_NR,2045-01-12 11:00:00,-360.6159414390604,MW
XY_CE_to_XY_NR,2045-01-13 12:00:00,-261.4659414390603,MW
XY_CE_to_XY_NR,2045-01-14 13:00:00,-423.6409414390596,MW
XY_CE_to_XY_NR,2045-01-15 14:00:00,-861.41821416606,MW
XY_CE_to_XY_NR,2045-01-16 15:00:00,-509.3439058317526,MW
XY_CE_to_XY_NR,2045-01-17 16:00:00,-342.6031967244891,MW
XY_CE_to_XY_NR,2045-01-18 17:00:00,-399.56821416606016,MW
XY_CE_to_XY_NR,2045-01-19 18:00:00,-960.22499999807,MW
XY_CE_to_XY_NR,2045-01-20 19:00:00,-1067.8249999980596,MW
XY_CE_to_XY_NR,2045-01-21 20:00:00,-1194.3249999980599,MW
XY_CE_to_XY_NR,2045-01-22 21:00:00,-1266.4249999980495,MW
XY_CE_to_XY_NR,2045-01-23 22:00:00,-1355.82499999805,MW
XY_CE_to_XY_NR,2045-01-24 23:00:00,-1402.0499999980498,MW
XY_CE_to_XY_NR,2045-01-26 00:00:00,-830.5432141660506,MW
XY_CE_to_XY_NR,2045-01-27 01:00:00,-1606.1999999980503,MW
XY_CE_to_XY_NR,2045-01-28 02:00:00,-1713.5749999980403,MW
XY_CE_to_XY_NR,2045-01-29 03:00:00,-941.7182141660398,MW
XY_CE_to_XY_NR,2045-01-30 04:00:00,-927.9182141660406,MW
XY_CE_to_XY_NR,2045-01-31 05:00:00,-718.0128688408329,MW
XY_CE_to_XY_NR,2045-02-01 06:00:00,-833.4469597499243,MW
XY_CE_to_XY_NR,2045-02-02 07:00:00,-555.2083233862976,MW
XY_CE_to_XY_NR,2045-02-03 08:00:00,-579.4432141660502,MW
XY_CE_to_XY_NR,2045-02-04 09:00:00,-210.69094143904027,MW
XY_CE_to_XY_NR,2045-02-05 10:00:00,-598.3909414390596,MW
XY_CE_to_XY_NR,2045-02-06 11:00:00,-524.6909414390595,MW
XY_CE_to_XY_NR,2045-02-07 12:00:00,-699.3909414390596,MW
XY_CE_to_XY_NR,2045-02-08 13:00:00,-939.2182870751508,MW
XY_CE_to_XY_NR,2045-02-09 14:00:00,-733.9659414390601,MW
XY_CE_to_XY_NR,2045-02-10 15:00:00,-865.8909414390598,MW
XY_CE_to_XY_NR,2045-02-11 16:00:00,-638.8909414390598,MW
XY_CE_to_XY_NR,2045-02-12 17:00:00,-242.44945120447917,MW
XY_CE_to_XY_NR,2045-02-13 18:00:00,-1169.2249999980604,MW
XY_CE_to_XY_NR,2045-02-14 19:00:00,-1319.1249999980598,MW
XY_CE_to_XY_NR,2045-02-15 20:00:00,-1439.4499999980599,MW
XY_CE_to_XY_NR,2045-02-16 21:00:00,-1515.49999999806,MW
XY_CE_to_XY_NR,2045-02-17 22:00:00,-1373.8677201642656,MW
XY_CE_to_XY_NR,2045-02-18 23:00:00,-847.1122197167821,MW
XY_CE_to_XY_NR,2045-02-20 00:00:00,-462.3696870226509,MW
XY_CE_to_XY_NR,2045-02-21 01:00:00,-791.9787779317426,MW
XY_CE_to_XY_NR,2045-02-22 02:00:00,-600.01594143904,MW
XY_CE_to_XY_NR,2045-02-23 03:00:00,-591.5659414390398,MW
XY_CE_to_XY_NR,2045-02-24 04:00:00,-845.7789552740226,MW
XY_CE_to_XY_NR,2045-02-25 05:00:00,-831.6469597499137,MW
XY_CE_to_XY_NR,2045-02-26 06:00:00,-1276.3679740198986,MW
XY_CE_to_XY_NR,2045-02-27 07:00:00,-709.1682141660499,MW
XY_CE_to_XY_NR,2045-02-28 08:00:00,-405.6551236499335,MW
XY_CE_to_XY_NR,2045-03-01 09:00:00,-373.2409414390502,MW
