snapshot,region,status,value,country,unit
2050-01-01 00:00:00,CE,charging,14.484210526330001,XY,MW
2050-01-02 01:00:00,NR,charging,17.200000000030002,XY,MW
2050-01-03 02:00:00,SO,charging,13.57894736845,XY,MW
2050-01-04 03:00:00,CE,charging,13.810526315810002,XY,MW
2050-01-05 04:00:00,NR,charging,16.40000000002,XY,MW
2050-01-06 05:00:00,SO,charging,12.94736842108,XY,MW
2050-01-07 06:00:00,CE,charging,14.14736842107,XY,MW
2050-01-08 07:00:00,NR,charging,16.800000000030003,XY,MW
2050-01-09 08:00:00,SO,charging,13.26315789476,XY,MW
2050-01-10 09:00:00,CE,charging,15.15789473686,XY,MW
2050-01-11 10:00:00,NR,charging,18.00000000003,XY,MW
2050-01-12 11:00:00,SO,charging,14.21052631582,XY,MW
2050-01-13 12:00:00,CE,charging,15.15789473686,XY,MW
2050-01-14 13:00:00,NR,charging,18.00000000003,XY,MW
2050-01-15 14:00:00,SO,charging,14.21052631582,XY,MW
2050-01-16 15:00:00,CE,charging,14.484210526330001,XY,MW
2050-01-17 16:00:00,NR,charging,17.200000000030002,XY,MW
2050-01-18 17:00:00,SO,charging,13.57894736845,XY,MW
2050-01-19 18:00:00,CE,charging,14.8210526316,XY,MW
2050-01-20 19:00:00,NR,charging,17.60000000003,XY,MW
2050-01-21 20:00:00,SO,charging,13.894736842130001,XY,MW
2050-01-22 21:00:00,CE,charging,8.58947368423,XY,MW
2050-01-23 22:00:00,NR,charging,10.20000000002,XY,MW
2050-01-24 23:00:00,SO,charging,8.052631578969999,XY,MW
2050-01-26 00:00:00,CE,charging,8.08421052633,XY,MW
2050-01-27 01:00:00,NR,charging,9.600000000009999,XY,MW
2050-01-28 02:00:00,SO,charging,7.57894736844,XY,MW
2050-01-29 03:00:00,CE,charging,7.91578947369,XY,MW
2050-01-30 04:00:00,NR,charging,9.40000000001,XY,MW
2050-01-31 05:00:00,SO,charging,7.42105263159,XY,MW
2050-02-01 06:00:00,CE,charging,8.08421052633,XY,MW
2050-02-02 07:00:00,NR,charging,9.600000000009999,XY,MW
2050-02-03 08:00:00,SO,charging,7.57894736844,XY,MW
2050-02-04 09:00:00,CE,charging,8.08421052633,XY,MW
2050-02-05 10:00:00,NR,charging,9.600000000009999,XY,MW
2050-02-06 11:00:00,SO,charging,7.57894736844,XY,MW
2050-02-07 12:00:00,CE,charging,7.24210526316,XY,MW
2050-02-08 13:00:00,NR,charging,8.600000000009999,XY,MW
2050-02-09 14:00:00,SO,charging,6.78947368422,XY,MW
2050-02-10 15:00:00,CE,charging,7.91578947369,XY,MW
2050-02-11 16:00:00,NR,charging,9.40000000001,XY,MW
2050-02-12 17:00:00,SO,charging,7.42105263159,XY,MW
2050-02-13 18:00:00,CE,charging,6.9052631579,XY,MW
2050-02-14 19:00:00,NR,charging,8.20000000001,XY,MW
2050-02-15 20:00:00,SO,charging,6.473684210529999,XY,MW
2050-02-16 21:00:00,CE,charging,6.40000000001,XY,MW
2050-02-17 22:00:00,NR,charging,7.60000000001,XY,MW
2050-02-18 23:00:00,SO,charging,6.00000000001,XY,MW
2050-02-20 00:00:00,CE,charging,5.22105263158,XY,MW
2050-02-21 01:00:00,NR,charging,6.199999999999999,XY,MW
2050-02-22 02:00:00,SO,charging,4.8947368421099995,XY,MW
2050-02-23 03:00:00,CE,charging,4.3789473684299995,XY,MW
2050-02-24 04:00:00,NR,charging,5.20000000001,XY,MW
2050-02-25 05:00:00,SO,charging,4.1052631579,XY,MW
2050-02-26 06:00:00,CE,charging,2.021052631582,XY,MW
2050-02-27 07:00:00,NR,charging,2.4,XY,MW
2050-02-28 08:00:00,SO,charging,1.8947368421089998,XY,MW
2050-03-01 09:00:00,CE,charging,7.073684210540001,XY,MW
2050-03-02 10:00:00,NR,charging,8.40000000001,XY,MW
2050-03-03 11:00:00,SO,charging,6.63157894738,XY,MW
2050-03-04 12:00:00,CE,charging,6.73684210527,XY,MW
2050-03-05 13:00:00,NR,charging,8.000000000010001,XY,MW
2050-03-06 14:00:00,SO,charging,6.3157894737,XY,MW
2050-03-07 15:00:00,CE,charging,9.43157894738,XY,MW
2050-03-08 16:00:00,NR,charging,11.200000000020001,XY,MW
2050-03-09 17:00:00,SO,charging,8.842105263170001,XY,MW
2050-03-10 18:00:00,CE,charging,10.44210526317,XY,MW
2050-03-11 19:00:00,NR,charging,12.40000000002,XY,MW
2050-03-12 20:00:00,SO,charging,9.78947368423,XY,MW
2050-03-13 21:00:00,CE,charging,11.45263157896,XY,MW
2050-03-14 22:00:00,NR,charging,13.60000000002,XY,MW
2050-03-15 23:00:00,SO,charging,10.736842105280001,XY,MW
2050-03-17 00:00:00,CE,charging,12.294736842119999,XY,MW
2050-03-18 01:00:00,NR,charging,14.60000000002,XY,MW
2050-03-19 02:00:00,SO,charging,11.52631578949,XY,MW
2050-03-20 03:00:00,CE,charging,12.294736842119999,XY,MW
2050-03-21 04:00:00,NR,charging,14.60000000002,XY,MW
2050-03-22 05:00:00,SO,charging,11.52631578949,XY,MW
