snapshot,country,technology,value,unit
2050-01-01 00:00:00,XY,EIDT,9174.7,MW
2050-01-02 01:00:00,XY,EIDT,9154.9,MW
2050-01-03 02:00:00,XY,EIDT,9128.5,MW
2050-01-04 03:00:00,XY,EIDT,9121.9,MW
2050-01-05 04:00:00,XY,EIDT,9019.5,MW
2050-01-06 05:00:00,XY,EIDT,9115.3,MW
2050-01-07 06:00:00,XY,EIDT,9161.5,MW
2050-01-08 07:00:00,XY,EIDT,9201.1,MW
2050-01-09 08:00:00,XY,EIDT,9227.5,MW
2050-01-10 09:00:00,XY,EIDT,9220.9,MW
2050-01-11 10:00:00,XY,EIDT,9201.1,MW
2050-01-12 11:00:00,XY,EIDT,9148.3,MW
2050-01-13 12:00:00,XY,EIDT,9161.5,MW
2050-01-14 13:00:00,XY,EIDT,9220.9,MW
2050-01-15 14:00:00,XY,EIDT,9234.1,MW
2050-01-16 15:00:00,XY,EIDT,9260.5,MW
2050-01-17 16:00:00,XY,EIDT,9247.3,MW
2050-01-18 17:00:00,XY,EIDT,9115.3,MW
2050-01-19 18:00:00,XY,EIDT,9128.5,MW
2050-01-20 19:00:00,XY,EIDT,8645.2,MW
2050-01-21 20:00:00,XY,EIDT,8810.4,MW
2050-01-22 21:00:00,XY,EIDT,9053.6,MW
2050-01-23 22:00:00,XY,EIDT,9260.5,MW
2050-01-24 23:00:00,XY,EIDT,9201.1,MW
2050-01-26 00:00:00,XY,EIDT,8933.6,MW
2050-01-27 01:00:00,XY,EIDT,8418.2,MW
2050-01-28 02:00:00,XY,EIDT,8504.1,MW
2050-01-29 03:00:00,XY,EIDT,8675.9,MW
2050-01-30 04:00:00,XY,EIDT,9019.5,MW
2050-01-31 05:00:00,XY,EIDT,8933.6,MW
2050-02-01 06:00:00,XY,EIDT,8847.7,MW
2050-02-02 07:00:00,XY,EIDT,9135.1,MW
2050-02-03 08:00:00,XY,EIDT,9227.5,MW
2050-02-04 09:00:00,XY,EIDT,9260.5,MW
2050-02-05 10:00:00,XY,EIDT,9260.5,MW
2050-02-06 11:00:00,XY,EIDT,9260.5,MW
2050-02-07 12:00:00,XY,EIDT,9253.9,MW
2050-02-08 13:00:00,XY,EIDT,9121.9,MW
2050-02-09 14:00:00,XY,EIDT,9135.1,MW
2050-02-10 15:00:00,XY,EIDT,9260.5,MW
2050-02-11 16:00:00,XY,EIDT,9260.5,MW
2050-02-12 17:00:00,XY,EIDT,9260.5,MW
2050-02-13 18:00:00,XY,EIDT,9260.5,MW
2050-02-14 19:00:00,XY,EIDT,8645.2,MW
2050-02-15 20:00:00,XY,EIDT,9121.9,MW
2050-02-16 21:00:00,XY,EIDT,9135.1,MW
2050-02-17 22:00:00,XY,EIDT,9260.5,MW
2050-02-18 23:00:00,XY,EIDT,9240.7,MW
2050-02-20 00:00:00,XY,EIDT,9181.3,MW
2050-02-21 01:00:00,XY,EIDT,9019.5,MW
2050-02-22 02:00:00,XY,EIDT,8246.4,MW
2050-02-23 03:00:00,XY,EIDT,7731.0,MW
2050-02-24 04:00:00,XY,EIDT,7988.7,MW
2050-02-25 05:00:00,XY,EIDT,8847.7,MW
2050-02-26 06:00:00,XY,EIDT,9161.5,MW
2050-02-27 07:00:00,XY,EIDT,9220.9,MW
2050-02-28 08:00:00,XY,EIDT,9227.5,MW
2050-03-01 09:00:00,XY,EIDT,9115.3,MW
2050-03-02 10:00:00,XY,EIDT,9128.5,MW
2050-03-03 11:00:00,XY,EIDT,9253.9,MW
2050-03-04 12:00:00,XY,EIDT,9260.5,MW
2050-03-05 13:00:00,XY,EIDT,9260.5,MW
