country,region,value,year,unit
XY,CE,16.84210526318,2050,GW
XY,NR,20.00000000003,2050,GW
XY,SO,15.78947368424,2050,GW
YZ,CE,16.84210526318,2050,GW
YZ,NR,20.00000000003,2050,GW
YZ,SO,15.78947368424,2050,GW
