snapshot,country,sector,value,unit
2035-01-01 00:00:00,XY,Inflexible_Power,6396.8,MW
2035-01-02 01:00:00,XY,Inflexible_Power,5939.0,MW
2035-01-03 02:00:00,XY,Inflexible_Power,5801.0,MW
2035-01-04 03:00:00,XY,Inflexible_Power,5968.2,MW
2035-01-05 04:00:00,XY,Inflexible_Power,6044.5,MW
2035-01-06 05:00:00,XY,Inflexible_Power,6120.8,MW
2035-01-07 06:00:00,XY,Inflexible_Power,6867.0,MW
2035-01-08 07:00:00,XY,Inflexible_Power,7197.0,MW
2035-01-09 08:00:00,XY,Inflexible_Power,7904.9,MW
2035-01-10 09:00:00,XY,Inflexible_Power,8697.1,MW
2035-01-11 10:00:00,XY,Inflexible_Power,8090.0,MW
2035-01-12 11:00:00,XY,Inflexible_Power,7919.5,MW
2035-01-13 12:00:00,XY,Inflexible_Power,7678.2,MW
2035-01-14 13:00:00,XY,Inflexible_Power,7682.6,MW
2035-01-15 14:00:00,XY,Inflexible_Power,8124.7,MW
2035-01-16 15:00:00,XY,Inflexible_Power,8488.3,MW
2035-01-17 16:00:00,XY,Inflexible_Power,8838.4,MW
2035-01-18 17:00:00,XY,Inflexible_Power,8260.8,MW
2035-01-19 18:00:00,XY,Inflexible_Power,8621.1,MW
2035-01-20 19:00:00,XY,Inflexible_Power,8815.0,MW
2035-01-21 20:00:00,XY,Inflexible_Power,8161.9,MW
2035-01-22 21:00:00,XY,Inflexible_Power,7936.3,MW
2035-01-23 22:00:00,XY,Inflexible_Power,7387.599999999999,MW
2035-01-24 23:00:00,XY,Inflexible_Power,6975.8,MW
2035-01-26 00:00:00,XY,Inflexible_Power,6396.8,MW
2035-01-27 01:00:00,XY,Inflexible_Power,6012.0,MW
2035-01-28 02:00:00,XY,Inflexible_Power,5879.5,MW
2035-01-29 03:00:00,XY,Inflexible_Power,5785.3,MW
2035-01-30 04:00:00,XY,Inflexible_Power,5830.2,MW
2035-01-31 05:00:00,XY,Inflexible_Power,6304.8,MW
2035-02-01 06:00:00,XY,Inflexible_Power,5598.0,MW
2035-02-02 07:00:00,XY,Inflexible_Power,5885.3,MW
2035-02-03 08:00:00,XY,Inflexible_Power,7475.2,MW
2035-02-04 09:00:00,XY,Inflexible_Power,7463.900000000001,MW
2035-02-05 10:00:00,XY,Inflexible_Power,7463.9,MW
2035-02-06 11:00:00,XY,Inflexible_Power,7449.3,MW
2035-02-07 12:00:00,XY,Inflexible_Power,6961.2,MW
2035-02-08 13:00:00,XY,Inflexible_Power,6155.5,MW
2035-02-09 14:00:00,XY,Inflexible_Power,6399.0,MW
2035-02-10 15:00:00,XY,Inflexible_Power,6566.2,MW
2035-02-11 16:00:00,XY,Inflexible_Power,6868.1,MW
2035-02-12 17:00:00,XY,Inflexible_Power,7239.7,MW
2035-02-13 18:00:00,XY,Inflexible_Power,7585.4,MW
2035-02-14 19:00:00,XY,Inflexible_Power,7411.3,MW
2035-02-15 20:00:00,XY,Inflexible_Power,7063.4,MW
2035-02-16 21:00:00,XY,Inflexible_Power,6868.1,MW
2035-02-17 22:00:00,XY,Inflexible_Power,6960.1,MW
2035-02-18 23:00:00,XY,Inflexible_Power,6638.1,MW
2035-02-20 00:00:00,XY,Inflexible_Power,5880.6,MW
2035-02-21 01:00:00,XY,Inflexible_Power,5526.099999999999,MW
2035-02-22 02:00:00,XY,Inflexible_Power,5174.9,MW
2035-02-23 03:00:00,XY,Inflexible_Power,5113.2,MW
2035-02-24 04:00:00,XY,Inflexible_Power,5388.1,MW
2035-02-25 05:00:00,XY,Inflexible_Power,5649.5,MW
2035-02-26 06:00:00,XY,Inflexible_Power,6205.1,MW
2035-02-27 07:00:00,XY,Inflexible_Power,6710.0,MW
2035-02-28 08:00:00,XY,Inflexible_Power,7157.6,MW
2035-03-01 09:00:00,XY,Inflexible_Power,8318.9,MW
2035-03-02 10:00:00,XY,Inflexible_Power,8471.5,MW
2035-03-03 11:00:00,XY,Inflexible_Power,8850.8,MW
2035-03-04 12:00:00,XY,Inflexible_Power,8397.4,MW
2035-03-05 13:00:00,XY,Inflexible_Power,8426.6,MW
2035-03-06 14:00:00,XY,Inflexible_Power,8949.4,MW
2035-03-07 15:00:00,XY,Inflexible_Power,9085.2,MW
2035-03-08 16:00:00,XY,Inflexible_Power,8562.4,MW
2035-03-09 17:00:00,XY,Inflexible_Power,8550.3,MW
2035-03-10 18:00:00,XY,Inflexible_Power,9260.7,MW
2035-03-11 19:00:00,XY,Inflexible_Power,9180.8,MW
2035-03-12 20:00:00,XY,Inflexible_Power,8802.6,MW
2035-03-13 21:00:00,XY,Inflexible_Power,8546.7,MW
2035-03-14 22:00:00,XY,Inflexible_Power,8315.6,MW
2035-03-15 23:00:00,XY,Inflexible_Power,7129.5,MW
2035-03-17 00:00:00,XY,Inflexible_Power,6840.0,MW
2035-03-18 01:00:00,XY,Inflexible_Power,6625.7,MW
2035-03-19 02:00:00,XY,Inflexible_Power,6641.400000000001,MW
2035-03-20 03:00:00,XY,Inflexible_Power,6395.7,MW
2035-03-21 04:00:00,XY,Inflexible_Power,6499.0,MW
2035-03-22 05:00:00,XY,Inflexible_Power,6624.6,MW
2035-03-23 06:00:00,XY,Inflexible_Power,7032.0,MW
2035-03-24 07:00:00,XY,Inflexible_Power,7787.3,MW
2035-03-25 08:00:00,XY,Inflexible_Power,8500.7,MW
2035-03-26 09:00:00,XY,Inflexible_Power,9021.3,MW
