flow,snapshot,value,unit
XY_CE_to_XY_NR,2035-01-01 00:00:00,-1564.7460526296443,MW
XY_CE_to_XY_NR,2035-01-02 01:00:00,-1652.1249999980503,MW
XY_CE_to_XY_NR,2035-01-03 02:00:00,-1673.7249999980402,MW
XY_CE_to_XY_NR,2035-01-04 03:00:00,-1617.92499999804,MW
XY_CE_to_XY_NR,2035-01-05 04:00:00,-1624.6749999980404,MW
XY_CE_to_XY_NR,2035-01-06 05:00:00,-1625.5249999980397,MW
XY_CE_to_XY_NR,2035-01-07 06:00:00,-1472.5249999980397,MW
XY_CE_to_XY_NR,2035-01-08 07:00:00,-1349.12499999805,MW
XY_CE_to_XY_NR,2035-01-09 08:00:00,-1374.12499999806,MW
XY_CE_to_XY_NR,2035-01-10 09:00:00,-1358.9249999980595,MW
XY_CE_to_XY_NR,2035-01-11 10:00:00,-1069.7977272710602,MW
XY_CE_to_XY_NR,2035-01-12 11:00:00,-1123.5977272710602,MW
XY_CE_to_XY_NR,2035-01-13 12:00:00,-1022.1977272710601,MW
XY_CE_to_XY_NR,2035-01-14 13:00:00,-1199.1977272710596,MW
XY_CE_to_XY_NR,2035-01-15 14:00:00,-1639.72499999806,MW
XY_CE_to_XY_NR,2035-01-16 15:00:00,-1645.5249999980601,MW
XY_CE_to_XY_NR,2035-01-17 16:00:00,-1353.92499999807,MW
XY_CE_to_XY_NR,2035-01-18 17:00:00,-1147.1249999980598,MW
XY_CE_to_XY_NR,2035-01-19 18:00:00,-955.5249999980699,MW
XY_CE_to_XY_NR,2035-01-20 19:00:00,-1142.4999999979598,MW
XY_CE_to_XY_NR,2035-01-21 20:00:00,-1222.8749999980596,MW
XY_CE_to_XY_NR,2035-01-22 21:00:00,-1290.1249999980496,MW
XY_CE_to_XY_NR,2035-01-23 22:00:00,-1380.1249999980503,MW
XY_CE_to_XY_NR,2035-01-24 23:00:00,-1418.5249999980497,MW
XY_CE_to_XY_NR,2035-01-26 00:00:00,-1581.24999999805,MW
XY_CE_to_XY_NR,2035-01-27 01:00:00,-1602.2999999980505,MW
XY_CE_to_XY_NR,2035-01-28 02:00:00,-1710.32499999804,MW
XY_CE_to_XY_NR,2035-01-29 03:00:00,-1692.9749999980397,MW
XY_CE_to_XY_NR,2035-01-30 04:00:00,-1679.2749999980404,MW
XY_CE_to_XY_NR,2035-01-31 05:00:00,-1638.4499999980499,MW
XY_CE_to_XY_NR,2035-02-01 06:00:00,-1731.4249999980502,MW
XY_CE_to_XY_NR,2035-02-02 07:00:00,-1617.92499999806,MW
XY_CE_to_XY_NR,2035-02-03 08:00:00,-1356.32499999805,MW
XY_CE_to_XY_NR,2035-02-04 09:00:00,-1462.3249999980405,MW
XY_CE_to_XY_NR,2035-02-05 10:00:00,-1443.586425365244,MW
XY_CE_to_XY_NR,2035-02-06 11:00:00,-1537.7977272710596,MW
XY_CE_to_XY_NR,2035-02-07 12:00:00,-1478.9977272710594,MW
XY_CE_to_XY_NR,2035-02-08 13:00:00,-1496.3880254388241,MW
XY_CE_to_XY_NR,2035-02-09 14:00:00,-1490.1977272710596,MW
XY_CE_to_XY_NR,2035-02-10 15:00:00,-1588.7631101211339,MW
XY_CE_to_XY_NR,2035-02-11 16:00:00,-1418.59772727106,MW
XY_CE_to_XY_NR,2035-02-12 17:00:00,-1487.9249999980595,MW
XY_CE_to_XY_NR,2035-02-13 18:00:00,-1192.1249999980603,MW
XY_CE_to_XY_NR,2035-02-14 19:00:00,-1343.12499999806,MW
XY_CE_to_XY_NR,2035-02-15 20:00:00,-1436.5249999980597,MW
XY_CE_to_XY_NR,2035-02-16 21:00:00,-1516.3249999980599,MW
XY_CE_to_XY_NR,2035-02-17 22:00:00,-1461.3249999980596,MW
XY_CE_to_XY_NR,2035-02-18 23:00:00,-1502.12499999806,MW
XY_CE_to_XY_NR,2035-02-20 00:00:00,-1697.5249999980497,MW
XY_CE_to_XY_NR,2035-02-21 01:00:00,-1736.0749999980505,MW
XY_CE_to_XY_NR,2035-02-22 02:00:00,-1824.6499999980401,MW
XY_CE_to_XY_NR,2035-02-23 03:00:00,-1815.89999999804,MW
XY_CE_to_XY_NR,2035-02-24 04:00:00,-1774.3749999980405,MW
XY_CE_to_XY_NR,2035-02-25 05:00:00,-1729.8249999980396,MW
XY_CE_to_XY_NR,2035-02-26 06:00:00,-1523.7249999980397,MW
XY_CE_to_XY_NR,2035-02-27 07:00:00,-1485.3249999980499,MW
XY_CE_to_XY_NR,2035-02-28 08:00:00,-1610.7249999980597,MW
XY_CE_to_XY_NR,2035-03-01 09:00:00,-1594.5249999980501,MW
XY_CE_to_XY_NR,2035-03-02 10:00:00,-1161.7977272710602,MW
XY_CE_to_XY_NR,2035-03-03 11:00:00,-965.1977272710598,MW
XY_CE_to_XY_NR,2035-03-04 12:00:00,-1078.19772727106,MW
XY_CE_to_XY_NR,2035-03-05 13:00:00,-931.5977272710595,MW
XY_CE_to_XY_NR,2035-03-06 14:00:00,-1098.3977272710597,MW
XY_CE_to_XY_NR,2035-03-07 15:00:00,-1018.79772727106,MW
XY_CE_to_XY_NR,2035-03-08 16:00:00,-1064.1101053346654,MW
XY_CE_to_XY_NR,2035-03-09 17:00:00,-1186.9249999980682,MW
XY_CE_to_XY_NR,2035-03-10 18:00:00,-812.5249999980592,MW
XY_CE_to_XY_NR,2035-03-11 19:00:00,-981.12499999806,MW
XY_CE_to_XY_NR,2035-03-12 20:00:00,-1086.32499999806,MW
XY_CE_to_XY_NR,2035-03-13 21:00:00,-1171.9249999980498,MW
XY_CE_to_XY_NR,2035-03-14 22:00:00,-1165.32499999805,MW
XY_CE_to_XY_NR,2035-03-15 23:00:00,-1431.2999999980598,MW
XY_CE_to_XY_NR,2035-03-17 00:00:00,-1494.6499999980497,MW
XY_CE_to_XY_NR,2035-03-18 01:00:00,-1518.79999999805,MW
XY_CE_to_XY_NR,2035-03-19 02:00:00,-1561.3749999980405,MW
XY_CE_to_XY_NR,2035-03-20 03:00:00,-1555.9749999980406,MW
XY_CE_to_XY_NR,2035-03-21 04:00:00,-1475.6999999980405,MW
XY_CE_to_XY_NR,2035-03-22 05:00:00,-1534.39999999804,MW
XY_CE_to_XY_NR,2035-03-23 06:00:00,-1409.7999999980502,MW
XY_CE_to_XY_NR,2035-03-24 07:00:00,-1123.92499999805,MW
XY_CE_to_XY_NR,2035-03-25 08:00:00,-1254.72499999805,MW
XY_CE_to_XY_NR,2035-03-26 09:00:00,-1296.72499999806,MW
XY_CE_to_XY_NR,2035-03-27 10:00:00,-1280.7249999980502,MW
XY_CE_to_XY_NR,2035-03-28 11:00:00,-964.1977272710598,MW
XY_CE_to_XY_NR,2035-03-29 12:00:00,-1079.7727272710595,MW
XY_CE_to_XY_NR,2035-03-30 13:00:00,-1144.99772727106,MW
