snapshot,country,technology,value,unit
2035-01-01 00:00:00,XY,IND_BOILER,11323.8,MW
2035-01-02 01:00:00,XY,IND_BOILER,11019.9,MW
2035-01-03 02:00:00,XY,IND_BOILER,10614.7,MW
2035-01-04 03:00:00,XY,IND_BOILER,10513.4,MW
2035-01-05 04:00:00,XY,IND_BOILER,10209.5,MW
2035-01-06 05:00:00,XY,IND_BOILER,10412.1,MW
2035-01-07 06:00:00,XY,IND_BOILER,11121.2,MW
2035-01-08 07:00:00,XY,IND_BOILER,11745.1,MW
2035-01-09 08:00:00,XY,IND_BOILER,12134.2,MW
2035-01-10 09:00:00,XY,IND_BOILER,12032.9,MW
2035-01-11 10:00:00,XY,IND_BOILER,10683.5,MW
2035-01-12 11:00:00,XY,IND_BOILER,10069.8,MW
2035-01-13 12:00:00,XY,IND_BOILER,10011.2,MW
2035-01-14 13:00:00,XY,IND_BOILER,11268.5,MW
2035-01-15 14:00:00,XY,IND_BOILER,12235.5,MW
2035-01-16 15:00:00,XY,IND_BOILER,12998.6,MW
2035-01-17 16:00:00,XY,IND_BOILER,12438.1,MW
2035-01-18 17:00:00,XY,IND_BOILER,10412.1,MW
2035-01-19 18:00:00,XY,IND_BOILER,10980.4,MW
2035-01-20 19:00:00,XY,IND_BOILER,12844.4,MW
2035-01-21 20:00:00,XY,IND_BOILER,12925.0,MW
2035-01-22 21:00:00,XY,IND_BOILER,13086.2,MW
2035-01-23 22:00:00,XY,IND_BOILER,12998.6,MW
2035-01-24 23:00:00,XY,IND_BOILER,11729.0,MW
2035-01-26 00:00:00,XY,IND_BOILER,10108.2,MW
2035-01-27 01:00:00,XY,IND_BOILER,9500.4,MW
2035-01-28 02:00:00,XY,IND_BOILER,9601.7,MW
2035-01-29 03:00:00,XY,IND_BOILER,9804.3,MW
2035-01-30 04:00:00,XY,IND_BOILER,10209.5,MW
2035-01-31 05:00:00,XY,IND_BOILER,10108.2,MW
2035-02-01 06:00:00,XY,IND_BOILER,10006.9,MW
2035-02-02 07:00:00,XY,IND_BOILER,10716.0,MW
2035-02-03 08:00:00,XY,IND_BOILER,12134.2,MW
2035-02-04 09:00:00,XY,IND_BOILER,12742.0,MW
2035-02-05 10:00:00,XY,IND_BOILER,12799.4,MW
2035-02-06 11:00:00,XY,IND_BOILER,12037.2,MW
2035-02-07 12:00:00,XY,IND_BOILER,11429.4,MW
2035-02-08 13:00:00,XY,IND_BOILER,9403.4,MW
2035-02-09 14:00:00,XY,IND_BOILER,9606.0,MW
2035-02-10 15:00:00,XY,IND_BOILER,11530.7,MW
2035-02-11 16:00:00,XY,IND_BOILER,12496.9,MW
2035-02-12 17:00:00,XY,IND_BOILER,13023.0,MW
2035-02-13 18:00:00,XY,IND_BOILER,13086.2,MW
2035-02-14 19:00:00,XY,IND_BOILER,12628.1,MW
2035-02-15 20:00:00,XY,IND_BOILER,10513.4,MW
2035-02-16 21:00:00,XY,IND_BOILER,10716.0,MW
2035-02-17 22:00:00,XY,IND_BOILER,12640.7,MW
2035-02-18 23:00:00,XY,IND_BOILER,12336.8,MW
2035-02-20 00:00:00,XY,IND_BOILER,11425.1,MW
2035-02-21 01:00:00,XY,IND_BOILER,10209.5,MW
2035-02-22 02:00:00,XY,IND_BOILER,9297.8,MW
2035-02-23 03:00:00,XY,IND_BOILER,8690.0,MW
2035-02-24 04:00:00,XY,IND_BOILER,8993.9,MW
2035-02-25 05:00:00,XY,IND_BOILER,10006.9,MW
2035-02-26 06:00:00,XY,IND_BOILER,11121.2,MW
2035-02-27 07:00:00,XY,IND_BOILER,12032.9,MW
2035-02-28 08:00:00,XY,IND_BOILER,12134.2,MW
2035-03-01 09:00:00,XY,IND_BOILER,10412.1,MW
2035-03-02 10:00:00,XY,IND_BOILER,10135.2,MW
2035-03-03 11:00:00,XY,IND_BOILER,11850.2,MW
2035-03-04 12:00:00,XY,IND_BOILER,11530.7,MW
2035-03-05 13:00:00,XY,IND_BOILER,12037.2,MW
2035-03-06 14:00:00,XY,IND_BOILER,11834.6,MW
2035-03-07 15:00:00,XY,IND_BOILER,11783.0,MW
2035-03-08 16:00:00,XY,IND_BOILER,10184.2,MW
2035-03-09 17:00:00,XY,IND_BOILER,10614.7,MW
2035-03-10 18:00:00,XY,IND_BOILER,12804.1,MW
2035-03-11 19:00:00,XY,IND_BOILER,12884.7,MW
2035-03-12 20:00:00,XY,IND_BOILER,13045.9,MW
2035-03-13 21:00:00,XY,IND_BOILER,13005.6,MW
2035-03-14 22:00:00,XY,IND_BOILER,12763.8,MW
2035-03-15 23:00:00,XY,IND_BOILER,10310.8,MW
2035-03-17 00:00:00,XY,IND_BOILER,10108.2,MW
2035-03-18 01:00:00,XY,IND_BOILER,9905.6,MW
2035-03-19 02:00:00,XY,IND_BOILER,9804.3,MW
2035-03-20 03:00:00,XY,IND_BOILER,9804.3,MW
2035-03-21 04:00:00,XY,IND_BOILER,9500.4,MW
2035-03-22 05:00:00,XY,IND_BOILER,9095.2,MW
2035-03-23 06:00:00,XY,IND_BOILER,9905.6,MW
2035-03-24 07:00:00,XY,IND_BOILER,11222.5,MW
2035-03-25 08:00:00,XY,IND_BOILER,12032.9,MW
2035-03-26 09:00:00,XY,IND_BOILER,12843.3,MW
2035-03-27 10:00:00,XY,IND_BOILER,12843.3,MW
2035-03-28 11:00:00,XY,IND_BOILER,11745.5,MW
2035-03-29 12:00:00,XY,IND_BOILER,9200.8,MW
2035-03-30 13:00:00,XY,IND_BOILER,9403.4,MW
2035-03-31 14:00:00,XY,IND_BOILER,11470.4,MW
2035-04-01 15:00:00,XY,IND_BOILER,12718.4,MW
2035-04-02 16:00:00,XY,IND_BOILER,13005.6,MW
2035-04-03 17:00:00,XY,IND_BOILER,12965.3,MW
2035-04-04 18:00:00,XY,IND_BOILER,12662.5,MW
2035-04-05 19:00:00,XY,IND_BOILER,10636.5,MW
2035-04-06 20:00:00,XY,IND_BOILER,10839.1,MW
2035-04-07 21:00:00,XY,IND_BOILER,12763.8,MW
2035-04-08 22:00:00,XY,IND_BOILER,12804.1,MW
2035-04-09 23:00:00,XY,IND_BOILER,12763.8,MW
2035-04-11 00:00:00,XY,IND_BOILER,11143.0,MW
2035-04-12 01:00:00,XY,IND_BOILER,9927.4,MW
2035-04-13 02:00:00,XY,IND_BOILER,9117.0,MW
2035-04-14 03:00:00,XY,IND_BOILER,9015.7,MW
2035-04-15 04:00:00,XY,IND_BOILER,9724.8,MW
2035-04-16 05:00:00,XY,IND_BOILER,10636.5,MW
2035-04-17 06:00:00,XY,IND_BOILER,11446.9,MW
2035-04-18 07:00:00,XY,IND_BOILER,11638.6,MW
2035-04-19 08:00:00,XY,IND_BOILER,10209.5,MW
2035-04-20 09:00:00,XY,IND_BOILER,10412.1,MW
2035-04-21 10:00:00,XY,IND_BOILER,12235.5,MW
2035-04-22 11:00:00,XY,IND_BOILER,12438.1,MW
2035-04-23 12:00:00,XY,IND_BOILER,12810.4,MW
2035-04-24 13:00:00,XY,IND_BOILER,12549.3,MW
2035-04-25 14:00:00,XY,IND_BOILER,12134.2,MW
2035-04-26 15:00:00,XY,IND_BOILER,10209.5,MW
2035-04-27 16:00:00,XY,IND_BOILER,10412.1,MW
2035-04-28 17:00:00,XY,IND_BOILER,12662.5,MW
2035-04-29 18:00:00,XY,IND_BOILER,12804.1,MW
2035-04-30 19:00:00,XY,IND_BOILER,12965.3,MW
2035-05-01 20:00:00,XY,IND_BOILER,12884.7,MW
2035-05-02 21:00:00,XY,IND_BOILER,12561.2,MW
2035-05-03 22:00:00,XY,IND_BOILER,10535.2,MW
2035-05-04 23:00:00,XY,IND_BOILER,10839.1,MW
2035-05-06 00:00:00,XY,IND_BOILER,10839.1,MW
2035-05-07 01:00:00,XY,IND_BOILER,10535.2,MW
2035-05-08 02:00:00,XY,IND_BOILER,10332.6,MW
