country,region,value,year,unit
XY,CE,33.68421052633789,2035,GW
XY,NR,40.00000000003,2035,GW
XY,SO,31.578947368450528,2035,GW
YZ,CE,33.68421052633789,2035,GW
YZ,NR,40.00000000003,2035,GW
YZ,SO,31.578947368450528,2035,GW
