snapshot,region,status,value,country,unit
2040-01-01 00:00:00,CE,charging,28.96842105265,XY,MW
2040-01-02 01:00:00,NR,charging,32.22105263158369,XY,MW
2040-01-03 02:00:00,SO,charging,24.578947368423684,XY,MW
2040-01-04 03:00:00,CE,charging,27.6210526316,XY,MW
2040-01-05 04:00:00,NR,charging,32.80000000002,XY,MW
2040-01-06 05:00:00,SO,charging,25.89473684213,XY,MW
2040-01-07 06:00:00,CE,charging,28.294736842120003,XY,MW
2040-01-08 07:00:00,NR,charging,33.60000000003,XY,MW
2040-01-09 08:00:00,SO,charging,26.526315789500003,XY,MW
2040-01-10 09:00:00,CE,charging,30.315789473709998,XY,MW
2040-01-11 10:00:00,NR,charging,36.00000000003,XY,MW
2040-01-12 11:00:00,SO,charging,28.421052631609996,XY,MW
2040-01-13 12:00:00,CE,charging,30.315789473709998,XY,MW
2040-01-14 13:00:00,NR,charging,36.00000000003,XY,MW
2040-01-15 14:00:00,SO,charging,28.421052631609996,XY,MW
2040-01-16 15:00:00,CE,charging,28.96842105265,XY,MW
2040-01-17 16:00:00,NR,charging,34.400000000030005,XY,MW
2040-01-18 17:00:00,SO,charging,27.157894736870002,XY,MW
2040-01-19 18:00:00,CE,charging,29.64210526318,XY,MW
2040-01-20 19:00:00,NR,charging,35.20000000003,XY,MW
2040-01-21 20:00:00,SO,charging,27.78947368424,XY,MW
2040-01-22 21:00:00,CE,charging,17.17894736844,XY,MW
2040-01-23 22:00:00,NR,charging,20.40000000002,XY,MW
2040-01-24 23:00:00,SO,charging,16.10526315792,XY,MW
2040-01-26 00:00:00,CE,charging,16.16842105265,XY,MW
2040-01-27 01:00:00,NR,charging,19.20000000001,XY,MW
2040-01-28 02:00:00,SO,charging,15.15789473686,XY,MW
2040-01-29 03:00:00,CE,charging,15.831578947370001,XY,MW
2040-01-30 04:00:00,NR,charging,18.80000000001,XY,MW
2040-01-31 05:00:00,SO,charging,14.842105263170001,XY,MW
2040-02-01 06:00:00,CE,charging,16.16842105265,XY,MW
2040-02-02 07:00:00,NR,charging,19.20000000001,XY,MW
2040-02-03 08:00:00,SO,charging,15.15789473686,XY,MW
2040-02-04 09:00:00,CE,charging,16.16842105265,XY,MW
2040-02-05 10:00:00,NR,charging,19.20000000001,XY,MW
2040-02-06 11:00:00,SO,charging,15.15789473686,XY,MW
2040-02-07 12:00:00,CE,charging,14.484210526310001,XY,MW
2040-02-08 13:00:00,NR,charging,17.20000000001,XY,MW
2040-02-09 14:00:00,SO,charging,13.57894736843,XY,MW
2040-02-10 15:00:00,CE,charging,15.831578947370001,XY,MW
2040-02-11 16:00:00,NR,charging,18.80000000001,XY,MW
2040-02-12 17:00:00,SO,charging,14.842105263170001,XY,MW
2040-02-13 18:00:00,CE,charging,13.81052631579,XY,MW
2040-02-14 19:00:00,NR,charging,16.40000000001,XY,MW
2040-02-15 20:00:00,SO,charging,12.94736842105,XY,MW
2040-02-16 21:00:00,CE,charging,12.80000000001,XY,MW
2040-02-17 22:00:00,NR,charging,15.20000000001,XY,MW
2040-02-18 23:00:00,SO,charging,12.000000000010001,XY,MW
2040-02-20 00:00:00,CE,charging,10.44210526316,XY,MW
2040-02-21 01:00:00,NR,charging,12.399999999999999,XY,MW
2040-02-22 02:00:00,SO,charging,9.789473684219999,XY,MW
2040-02-23 03:00:00,CE,charging,8.75789473685,XY,MW
2040-02-24 04:00:00,NR,charging,10.40000000001,XY,MW
2040-02-25 05:00:00,SO,charging,8.21052631579,XY,MW
2040-02-26 06:00:00,CE,charging,4.042105263164,XY,MW
2040-02-27 07:00:00,NR,charging,4.8,XY,MW
2040-02-28 08:00:00,SO,charging,3.789473684217,XY,MW
2040-02-29 09:00:00,CE,charging,14.14736842107,XY,MW
2040-03-01 10:00:00,NR,charging,16.80000000001,XY,MW
2040-03-02 11:00:00,SO,charging,13.263157894750002,XY,MW
2040-03-03 12:00:00,CE,charging,13.47368421053,XY,MW
2040-03-04 13:00:00,NR,charging,16.00000000001,XY,MW
2040-03-05 14:00:00,SO,charging,12.631578947380001,XY,MW
2040-03-06 15:00:00,CE,charging,18.86315789475,XY,MW
2040-03-07 16:00:00,NR,charging,22.40000000002,XY,MW
2040-03-08 17:00:00,SO,charging,17.684210526330002,XY,MW
2040-03-09 18:00:00,CE,charging,20.88421052632,XY,MW
2040-03-10 19:00:00,NR,charging,24.80000000002,XY,MW
2040-03-11 20:00:00,SO,charging,19.578947368439998,XY,MW
2040-03-12 21:00:00,CE,charging,22.90526315791,XY,MW
2040-03-13 22:00:00,NR,charging,27.20000000002,XY,MW
2040-03-14 23:00:00,SO,charging,21.47368421054,XY,MW
2040-03-16 00:00:00,CE,charging,24.58947368423,XY,MW
2040-03-17 01:00:00,NR,charging,29.20000000002,XY,MW
2040-03-18 02:00:00,SO,charging,23.05263157897,XY,MW
2040-03-19 03:00:00,CE,charging,24.58947368423,XY,MW
2040-03-20 04:00:00,NR,charging,29.20000000002,XY,MW
2040-03-21 05:00:00,SO,charging,23.05263157897,XY,MW
2040-03-22 06:00:00,CE,charging,27.28421052633,XY,MW
2040-03-23 07:00:00,NR,charging,32.400000000030005,XY,MW
2040-03-24 08:00:00,SO,charging,25.578947368450002,XY,MW
2040-03-25 09:00:00,CE,charging,29.64210526318,XY,MW
2040-03-26 10:00:00,NR,charging,35.20000000003,XY,MW
2040-03-27 11:00:00,SO,charging,27.78947368424,XY,MW
2040-03-28 12:00:00,CE,charging,30.652631578970002,XY,MW
2040-03-29 13:00:00,NR,charging,36.40000000003,XY,MW
2040-03-30 14:00:00,SO,charging,28.736842105290002,XY,MW
2040-03-31 15:00:00,CE,charging,28.63157894738,XY,MW
2040-04-01 16:00:00,NR,charging,34.00000000002,XY,MW
2040-04-02 17:00:00,SO,charging,26.84210526318,XY,MW
2040-04-03 18:00:00,CE,charging,24.25263157896,XY,MW
2040-04-04 19:00:00,NR,charging,28.80000000002,XY,MW
2040-04-05 20:00:00,SO,charging,22.736842105279997,XY,MW
2040-04-06 21:00:00,CE,charging,19.87368421053,XY,MW
2040-04-07 22:00:00,NR,charging,23.60000000001,XY,MW
2040-04-08 23:00:00,SO,charging,18.63157894738,XY,MW
2040-04-10 00:00:00,CE,charging,24.92631578949,XY,MW
2040-04-11 01:00:00,NR,charging,29.60000000002,XY,MW
2040-04-12 02:00:00,SO,charging,23.368421052659997,XY,MW
2040-04-13 03:00:00,CE,charging,27.28421052633,XY,MW
2040-04-14 04:00:00,NR,charging,32.400000000030005,XY,MW
2040-04-15 05:00:00,SO,charging,25.578947368450002,XY,MW
2040-04-16 06:00:00,CE,charging,14.14736842107,XY,MW
2040-04-17 07:00:00,NR,charging,16.80000000001,XY,MW
2040-04-18 08:00:00,SO,charging,13.263157894750002,XY,MW
2040-04-19 09:00:00,CE,charging,15.831578947370001,XY,MW
2040-04-20 10:00:00,NR,charging,18.80000000001,XY,MW
2040-04-21 11:00:00,SO,charging,14.842105263170001,XY,MW
2040-04-22 12:00:00,CE,charging,15.49473684211,XY,MW
2040-04-23 13:00:00,NR,charging,18.40000000001,XY,MW
2040-04-24 14:00:00,SO,charging,14.526315789489999,XY,MW
2040-04-25 15:00:00,CE,charging,13.81052631579,XY,MW
2040-04-26 16:00:00,NR,charging,16.40000000001,XY,MW
2040-04-27 17:00:00,SO,charging,12.94736842105,XY,MW
2040-04-28 18:00:00,CE,charging,6.40000000001,XY,MW
2040-04-29 19:00:00,NR,charging,7.6000000000100005,XY,MW
2040-04-30 20:00:00,SO,charging,6.00000000001,XY,MW
2040-05-01 21:00:00,CE,charging,8.75789473685,XY,MW
2040-05-02 22:00:00,NR,charging,10.40000000001,XY,MW
2040-05-03 23:00:00,SO,charging,8.21052631579,XY,MW
2040-05-05 00:00:00,CE,charging,12.46315789474,XY,MW
2040-05-06 01:00:00,NR,charging,14.80000000001,XY,MW
2040-05-07 02:00:00,SO,charging,11.684210526320001,XY,MW
2040-05-08 03:00:00,CE,charging,10.77894736843,XY,MW
2040-05-09 04:00:00,NR,charging,12.80000000001,XY,MW
2040-05-10 05:00:00,SO,charging,10.10526315791,XY,MW
2040-05-11 06:00:00,CE,charging,9.09473684211,XY,MW
2040-05-12 07:00:00,NR,charging,10.80000000001,XY,MW
2040-05-13 08:00:00,SO,charging,8.52631578949,XY,MW
2040-05-14 09:00:00,CE,charging,10.1052631579,XY,MW
2040-05-15 10:00:00,NR,charging,12.000000000010001,XY,MW
2040-05-16 11:00:00,SO,charging,9.47368421053,XY,MW
2040-05-17 12:00:00,CE,charging,13.47368421053,XY,MW
2040-05-18 13:00:00,NR,charging,16.00000000001,XY,MW
2040-05-19 14:00:00,SO,charging,12.631578947380001,XY,MW
2040-05-20 15:00:00,CE,charging,12.80000000001,XY,MW
2040-05-21 16:00:00,NR,charging,15.20000000001,XY,MW
2040-05-22 17:00:00,SO,charging,12.000000000010001,XY,MW
2040-05-23 18:00:00,CE,charging,19.20000000001,XY,MW
2040-05-24 19:00:00,NR,charging,22.80000000001,XY,MW
2040-05-25 20:00:00,SO,charging,18.00000000001,XY,MW
2040-05-26 21:00:00,CE,charging,21.221052631590002,XY,MW
2040-05-27 22:00:00,NR,charging,25.20000000001,XY,MW
2040-05-28 23:00:00,SO,charging,19.894736842120004,XY,MW
2040-05-30 00:00:00,CE,charging,26.27368421054,XY,MW
2040-05-31 01:00:00,NR,charging,31.20000000002,XY,MW
2040-06-01 02:00:00,SO,charging,24.63157894739,XY,MW
2040-06-02 03:00:00,CE,charging,27.6210526316,XY,MW
2040-06-03 04:00:00,NR,charging,32.80000000002,XY,MW
2040-06-04 05:00:00,SO,charging,25.89473684213,XY,MW
2040-06-05 06:00:00,CE,charging,28.96842105265,XY,MW
2040-06-06 07:00:00,NR,charging,34.400000000030005,XY,MW
2040-06-07 08:00:00,SO,charging,27.157894736870002,XY,MW
2040-06-08 09:00:00,CE,charging,29.64210526318,XY,MW
2040-06-09 10:00:00,NR,charging,35.20000000003,XY,MW
2040-06-10 11:00:00,SO,charging,27.78947368424,XY,MW
2040-06-11 12:00:00,CE,charging,28.294736842120003,XY,MW
2040-06-12 13:00:00,NR,charging,33.60000000003,XY,MW
2040-06-13 14:00:00,SO,charging,26.526315789500003,XY,MW
2040-06-14 15:00:00,CE,charging,29.97894736845,XY,MW
2040-06-15 16:00:00,NR,charging,35.60000000003,XY,MW
2040-06-16 17:00:00,SO,charging,28.10526315793,XY,MW
2040-06-17 18:00:00,CE,charging,22.56842105266,XY,MW
2040-06-18 19:00:00,NR,charging,26.80000000003,XY,MW
2040-06-19 20:00:00,SO,charging,21.15789473687,XY,MW
2040-06-20 21:00:00,CE,charging,18.86315789475,XY,MW
2040-06-21 22:00:00,NR,charging,22.40000000002,XY,MW
2040-06-22 23:00:00,SO,charging,17.684210526330002,XY,MW
2040-06-24 00:00:00,CE,charging,15.831578947370001,XY,MW
2040-06-25 01:00:00,NR,charging,18.80000000001,XY,MW
2040-06-26 02:00:00,SO,charging,14.842105263170001,XY,MW
2040-06-27 03:00:00,CE,charging,15.157894736860001,XY,MW
2040-06-28 04:00:00,NR,charging,18.000000000020002,XY,MW
2040-06-29 05:00:00,SO,charging,14.2105263158,XY,MW
2040-06-30 06:00:00,CE,charging,16.16842105265,XY,MW
2040-07-01 07:00:00,NR,charging,19.20000000001,XY,MW
2040-07-02 08:00:00,SO,charging,15.15789473686,XY,MW
2040-07-03 09:00:00,CE,charging,14.14736842107,XY,MW
2040-07-04 10:00:00,NR,charging,16.80000000001,XY,MW
2040-07-05 11:00:00,SO,charging,13.263157894750002,XY,MW
2040-07-06 12:00:00,CE,charging,16.16842105265,XY,MW
2040-07-07 13:00:00,NR,charging,19.20000000001,XY,MW
2040-07-08 14:00:00,SO,charging,15.15789473686,XY,MW
2040-07-09 15:00:00,CE,charging,14.14736842107,XY,MW
2040-07-10 16:00:00,NR,charging,16.80000000001,XY,MW
2040-07-11 17:00:00,SO,charging,13.263157894750002,XY,MW
2040-07-12 18:00:00,CE,charging,14.14736842107,XY,MW
2040-07-13 19:00:00,NR,charging,16.80000000001,XY,MW
2040-07-14 20:00:00,SO,charging,13.263157894750002,XY,MW
2040-07-15 21:00:00,CE,charging,11.452631578950001,XY,MW
