country,region,value,year,unit
XY,CE,33.68421052633789,2040,GW
XY,NR,40.00000000003,2040,GW
XY,SO,31.578947368450528,2040,GW
YZ,CE,33.68421052633789,2040,GW
YZ,NR,40.00000000003,2040,GW
YZ,SO,31.578947368450528,2040,GW
