snapshot,country,technology,value,unit
2040-01-01 00:00:00,XY,EIDT,8361.2,MW
2040-01-02 01:00:00,XY,EIDT,8361.2,MW
2040-01-03 02:00:00,XY,EIDT,8361.2,MW
2040-01-04 03:00:00,XY,EIDT,8361.2,MW
2040-01-05 04:00:00,XY,EIDT,8342.0,MW
2040-01-06 05:00:00,XY,EIDT,8354.8,MW
2040-01-07 06:00:00,XY,EIDT,8361.2,MW
2040-01-08 07:00:00,XY,EIDT,8361.2,MW
2040-01-09 08:00:00,XY,EIDT,8361.2,MW
2040-01-10 09:00:00,XY,EIDT,8361.2,MW
2040-01-11 10:00:00,XY,EIDT,8361.2,MW
2040-01-12 11:00:00,XY,EIDT,8361.2,MW
2040-01-13 12:00:00,XY,EIDT,8361.2,MW
2040-01-14 13:00:00,XY,EIDT,8361.2,MW
2040-01-15 14:00:00,XY,EIDT,8361.2,MW
2040-01-16 15:00:00,XY,EIDT,8361.2,MW
2040-01-17 16:00:00,XY,EIDT,8361.2,MW
2040-01-18 17:00:00,XY,EIDT,8354.8,MW
2040-01-19 18:00:00,XY,EIDT,8361.2,MW
2040-01-20 19:00:00,XY,EIDT,4235.2,MW
2040-01-21 20:00:00,XY,EIDT,4392.0,MW
2040-01-22 21:00:00,XY,EIDT,4709.0,MW
2040-01-23 22:00:00,XY,EIDT,8357.1,MW
2040-01-24 23:00:00,XY,EIDT,8361.2,MW
2040-01-26 00:00:00,XY,EIDT,8335.6,MW
2040-01-27 01:00:00,XY,EIDT,8153.2,MW
2040-01-28 02:00:00,XY,EIDT,8231.6,MW
2040-01-29 03:00:00,XY,EIDT,8316.4,MW
2040-01-30 04:00:00,XY,EIDT,8342.0,MW
2040-01-31 05:00:00,XY,EIDT,8335.6,MW
2040-02-01 06:00:00,XY,EIDT,8329.2,MW
2040-02-02 07:00:00,XY,EIDT,8361.2,MW
2040-02-03 08:00:00,XY,EIDT,8361.2,MW
2040-02-04 09:00:00,XY,EIDT,8361.2,MW
2040-02-05 10:00:00,XY,EIDT,8361.2,MW
2040-02-06 11:00:00,XY,EIDT,8361.2,MW
2040-02-07 12:00:00,XY,EIDT,8361.2,MW
2040-02-08 13:00:00,XY,EIDT,8361.2,MW
2040-02-09 14:00:00,XY,EIDT,8361.2,MW
2040-02-10 15:00:00,XY,EIDT,8361.2,MW
2040-02-11 16:00:00,XY,EIDT,8361.2,MW
2040-02-12 17:00:00,XY,EIDT,8361.2,MW
2040-02-13 18:00:00,XY,EIDT,8226.7,MW
2040-02-14 19:00:00,XY,EIDT,8361.2,MW
2040-02-15 20:00:00,XY,EIDT,8361.2,MW
2040-02-16 21:00:00,XY,EIDT,8361.2,MW
2040-02-17 22:00:00,XY,EIDT,8361.2,MW
2040-02-18 23:00:00,XY,EIDT,8361.2,MW
2040-02-20 00:00:00,XY,EIDT,8361.2,MW
2040-02-21 01:00:00,XY,EIDT,8342.0,MW
2040-02-22 02:00:00,XY,EIDT,7996.4,MW
2040-02-23 03:00:00,XY,EIDT,7515.0,MW
2040-02-24 04:00:00,XY,EIDT,7761.2,MW
2040-02-25 05:00:00,XY,EIDT,8329.2,MW
2040-02-26 06:00:00,XY,EIDT,8361.2,MW
2040-02-27 07:00:00,XY,EIDT,8361.2,MW
2040-02-28 08:00:00,XY,EIDT,8361.2,MW
2040-02-29 09:00:00,XY,EIDT,8354.8,MW
2040-03-01 10:00:00,XY,EIDT,8361.2,MW
2040-03-02 11:00:00,XY,EIDT,8361.2,MW
2040-03-03 12:00:00,XY,EIDT,8361.2,MW
2040-03-04 13:00:00,XY,EIDT,8361.2,MW
2040-03-05 14:00:00,XY,EIDT,8361.2,MW
2040-03-06 15:00:00,XY,EIDT,8361.2,MW
2040-03-07 16:00:00,XY,EIDT,8354.8,MW
2040-03-08 17:00:00,XY,EIDT,8361.2,MW
2040-03-09 18:00:00,XY,EIDT,8361.2,MW
2040-03-10 19:00:00,XY,EIDT,8361.2,MW
2040-03-11 20:00:00,XY,EIDT,6920.6,MW
2040-03-12 21:00:00,XY,EIDT,7154.9,MW
