snapshot,country,region,value,unit
2040-01-01 00:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-02 01:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-03 02:00:00,XY,CE,49.49052081238212,usd/MWh_el
2040-01-04 03:00:00,XY,CE,49.49074964893884,usd/MWh_el
2040-01-05 04:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-06 05:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-07 06:00:00,XY,CE,49.4908798124696,usd/MWh_el
2040-01-08 07:00:00,XY,CE,49.4908798124696,usd/MWh_el
2040-01-09 08:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-10 09:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-01-11 10:00:00,XY,CE,9.552714328247584,usd/MWh_el
2040-01-12 11:00:00,XY,CE,16.990346151325358,usd/MWh_el
2040-01-13 12:00:00,XY,CE,0.010858052436,usd/MWh_el
2040-01-14 13:00:00,XY,CE,36.056627711764484,usd/MWh_el
2040-01-15 14:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-01-16 15:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-01-17 16:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-18 17:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-19 18:00:00,XY,CE,49.4908798124696,usd/MWh_el
2040-01-20 19:00:00,XY,CE,105.84615384615385,usd/MWh_el
2040-01-21 20:00:00,XY,CE,105.84615384615385,usd/MWh_el
2040-01-22 21:00:00,XY,CE,105.84615384615385,usd/MWh_el
2040-01-23 22:00:00,XY,CE,68.43382737545849,usd/MWh_el
2040-01-24 23:00:00,XY,CE,49.49074964893884,usd/MWh_el
2040-01-26 00:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-27 01:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-28 02:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-29 03:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-30 04:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-01-31 05:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-01 06:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-02-02 07:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-02-03 08:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-02-04 09:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-02-05 10:00:00,XY,CE,23.54306047957294,usd/MWh_el
2040-02-06 11:00:00,XY,CE,0.5,usd/MWh_el
2040-02-07 12:00:00,XY,CE,0.010858052436,usd/MWh_el
2040-02-08 13:00:00,XY,CE,0.010858052436,usd/MWh_el
2040-02-09 14:00:00,XY,CE,0.010858052436,usd/MWh_el
2040-02-10 15:00:00,XY,CE,3.0,usd/MWh_el
2040-02-11 16:00:00,XY,CE,36.28939627277036,usd/MWh_el
2040-02-12 17:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-13 18:00:00,XY,CE,68.4340689828236,usd/MWh_el
2040-02-14 19:00:00,XY,CE,49.4908798124696,usd/MWh_el
2040-02-15 20:00:00,XY,CE,49.49052081238212,usd/MWh_el
2040-02-16 21:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-17 22:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-18 23:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-20 00:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-21 01:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-22 02:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-23 03:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-02-24 04:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-25 05:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-26 06:00:00,XY,CE,45.50339310763186,usd/MWh_el
2040-02-27 07:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-28 08:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-02-29 09:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-03-01 10:00:00,XY,CE,21.31266815341828,usd/MWh_el
2040-03-02 11:00:00,XY,CE,21.31266815341828,usd/MWh_el
2040-03-03 12:00:00,XY,CE,0.010858052436,usd/MWh_el
2040-03-04 13:00:00,XY,CE,0.010858052436,usd/MWh_el
2040-03-05 14:00:00,XY,CE,3.0,usd/MWh_el
2040-03-06 15:00:00,XY,CE,21.31266815341828,usd/MWh_el
2040-03-07 16:00:00,XY,CE,23.58486423974588,usd/MWh_el
2040-03-08 17:00:00,XY,CE,42.88604766158092,usd/MWh_el
2040-03-09 18:00:00,XY,CE,49.4908798124696,usd/MWh_el
2040-03-10 19:00:00,XY,CE,58.96831504377792,usd/MWh_el
2040-03-11 20:00:00,XY,CE,90.65605681596162,usd/MWh_el
2040-03-12 21:00:00,XY,CE,90.65605681596162,usd/MWh_el
2040-03-13 22:00:00,XY,CE,90.65605681596162,usd/MWh_el
2040-03-14 23:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-16 00:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-17 01:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-18 02:00:00,XY,CE,49.4908798124696,usd/MWh_el
2040-03-19 03:00:00,XY,CE,49.49074964893884,usd/MWh_el
2040-03-20 04:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-21 05:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-22 06:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-23 07:00:00,XY,CE,43.190762868715886,usd/MWh_el
2040-03-24 08:00:00,XY,CE,43.190762868715886,usd/MWh_el
