flow,snapshot,value,unit
XY_CE_to_XY_NR,2025-01-01 00:00:00,-1713.6473684191226,MW
XY_CE_to_XY_NR,2025-01-02 01:00:00,-1808.521052629649,MW
XY_CE_to_XY_NR,2025-01-03 02:00:00,-1827.7157894717543,MW
XY_CE_to_XY_NR,2025-01-04 03:00:00,-1771.8894736822804,MW
XY_CE_to_XY_NR,2025-01-05 04:00:00,-1776.8368421033333,MW
XY_CE_to_XY_NR,2025-01-06 05:00:00,-1779.6263157875435,MW
XY_CE_to_XY_NR,2025-01-07 06:00:00,-1623.5894736822804,MW
XY_CE_to_XY_NR,2025-01-08 07:00:00,-1479.03157894544,MW
XY_CE_to_XY_NR,2025-01-09 08:00:00,-1501.1473684191199,MW
XY_CE_to_XY_NR,2025-01-10 09:00:00,-1481.1526315770197,MW
XY_CE_to_XY_NR,2025-01-11 10:00:00,-1670.5473684191202,MW
XY_CE_to_XY_NR,2025-01-12 11:00:00,-1723.8473684191201,MW
XY_CE_to_XY_NR,2025-01-13 12:00:00,-1711.6736842086,MW
XY_CE_to_XY_NR,2025-01-14 13:00:00,-1802.65263157702,MW
XY_CE_to_XY_NR,2025-01-15 14:00:00,-1766.18421052439,MW
XY_CE_to_XY_NR,2025-01-16 15:00:00,-1766.09999999807,MW
XY_CE_to_XY_NR,2025-01-17 16:00:00,-1472.93684210333,MW
XY_CE_to_XY_NR,2025-01-18 17:00:00,-1261.66315789281,MW
XY_CE_to_XY_NR,2025-01-19 18:00:00,-1060.43684210333,MW
XY_CE_to_XY_NR,2025-01-20 19:00:00,-1208.87894736649,MW
XY_CE_to_XY_NR,2025-01-21 20:00:00,-1340.1894736822796,MW
XY_CE_to_XY_NR,2025-01-22 21:00:00,-1420.0052631559597,MW
XY_CE_to_XY_NR,2025-01-23 22:00:00,-1514.7736842086001,MW
XY_CE_to_XY_NR,2025-01-24 23:00:00,-1556.44210526123,MW
XY_CE_to_XY_NR,2025-01-26 00:00:00,-1721.41578947175,MW
XY_CE_to_XY_NR,2025-01-27 01:00:00,-1733.5157894717502,MW
XY_CE_to_XY_NR,2025-01-28 02:00:00,-1836.565789473834,MW
XY_CE_to_XY_NR,2025-01-29 03:00:00,-1839.115789471754,MW
XY_CE_to_XY_NR,2025-01-30 04:00:00,-1829.32105262965,MW
XY_CE_to_XY_NR,2025-01-31 05:00:00,-1784.15263157702,MW
XY_CE_to_XY_NR,2025-02-01 06:00:00,-1874.2210526296499,MW
XY_CE_to_XY_NR,2025-02-02 07:00:00,-1759.6894736822799,MW
XY_CE_to_XY_NR,2025-02-03 08:00:00,-1493.51052631386,MW
XY_CE_to_XY_NR,2025-02-04 09:00:00,-1277.4157894717544,MW
XY_CE_to_XY_NR,2025-02-05 10:00:00,-1980.37894736649,MW
XY_CE_to_XY_NR,2025-02-06 11:00:00,-2043.73543157802,MW
XY_CE_to_XY_NR,2025-02-07 12:00:00,-1834.0406947349102,MW
XY_CE_to_XY_NR,2025-02-08 13:00:00,-1943.6143789464302,MW
XY_CE_to_XY_NR,2025-02-09 14:00:00,-1957.39999999807,MW
XY_CE_to_XY_NR,2025-02-10 15:00:00,-2250.96315789281,MW
XY_CE_to_XY_NR,2025-02-11 16:00:00,-1694.20526315596,MW
XY_CE_to_XY_NR,2025-02-12 17:00:00,-1611.7315789454397,MW
XY_CE_to_XY_NR,2025-02-13 18:00:00,-1309.45789473491,MW
XY_CE_to_XY_NR,2025-02-14 19:00:00,-1466.84210526123,MW
XY_CE_to_XY_NR,2025-02-15 20:00:00,-1237.2894736822795,MW
XY_CE_to_XY_NR,2025-02-16 21:00:00,-1648.3999999980697,MW
XY_CE_to_XY_NR,2025-02-17 22:00:00,-1598.8684210507015,MW
XY_CE_to_XY_NR,2025-02-18 23:00:00,-1641.9894736822805,MW
XY_CE_to_XY_NR,2025-02-20 00:00:00,-1415.28947368128,MW
XY_CE_to_XY_NR,2025-02-21 01:00:00,-1556.5684210507002,MW
XY_CE_to_XY_NR,2025-02-22 02:00:00,-1964.0473684191202,MW
XY_CE_to_XY_NR,2025-02-23 03:00:00,-1946.5526315770176,MW
XY_CE_to_XY_NR,2025-02-24 04:00:00,-1909.1999999980703,MW
XY_CE_to_XY_NR,2025-02-25 05:00:00,-1883.9894736822803,MW
XY_CE_to_XY_NR,2025-02-26 06:00:00,-1335.9473684191198,MW
XY_CE_to_XY_NR,2025-02-27 07:00:00,-1621.70526315596,MW
XY_CE_to_XY_NR,2025-02-28 08:00:00,-1742.95263157702,MW
XY_CE_to_XY_NR,2025-03-01 09:00:00,-1719.6631578928102,MW
XY_CE_to_XY_NR,2025-03-02 10:00:00,-1430.64736841912,MW
XY_CE_to_XY_NR,2025-03-03 11:00:00,-1557.67894736649,MW
XY_CE_to_XY_NR,2025-03-04 12:00:00,-1855.1473684191199,MW
XY_CE_to_XY_NR,2025-03-05 13:00:00,-1687.07894736649,MW
XY_CE_to_XY_NR,2025-03-06 14:00:00,-1692.37894736649,MW
XY_CE_to_XY_NR,2025-03-07 15:00:00,-1608.9210526296501,MW
XY_CE_to_XY_NR,2025-03-08 16:00:00,-1595.4736842086,MW
XY_CE_to_XY_NR,2025-03-09 17:00:00,-1293.863157892807,MW
XY_CE_to_XY_NR,2025-03-10 18:00:00,-916.8578947349092,MW
XY_CE_to_XY_NR,2025-03-11 19:00:00,-1090.5736842086,MW
XY_CE_to_XY_NR,2025-03-12 20:00:00,-1205.6684210507,MW
XY_CE_to_XY_NR,2025-03-13 21:00:00,-1296.6263157875396,MW
XY_CE_to_XY_NR,2025-03-14 22:00:00,-1291.79473684018,MW
XY_CE_to_XY_NR,2025-03-15 23:00:00,-1566.6684210506999,MW
XY_CE_to_XY_NR,2025-03-17 00:00:00,-1629.7526315770199,MW
XY_CE_to_XY_NR,2025-03-18 01:00:00,-1328.1315789454384,MW
XY_CE_to_XY_NR,2025-03-19 02:00:00,-1702.805263155965,MW
XY_CE_to_XY_NR,2025-03-20 03:00:00,-1695.42631578754,MW
XY_CE_to_XY_NR,2025-03-21 04:00:00,-1607.92631578754,MW
XY_CE_to_XY_NR,2025-03-22 05:00:00,-1660.55789473491,MW
XY_CE_to_XY_NR,2025-03-23 06:00:00,-1541.02105262965,MW
XY_CE_to_XY_NR,2025-03-24 07:00:00,-923.9157894717499,MW
XY_CE_to_XY_NR,2025-03-25 08:00:00,-1391.2842105243856,MW
XY_CE_to_XY_NR,2025-03-26 09:00:00,-1416.18421052439,MW
XY_CE_to_XY_NR,2025-03-27 10:00:00,-1401.3631578928102,MW
XY_CE_to_XY_NR,2025-03-28 11:00:00,-1556.9736842086,MW
XY_CE_to_XY_NR,2025-03-29 12:00:00,-1798.52631578754,MW
XY_CE_to_XY_NR,2025-03-30 13:00:00,-1881.4105263138597,MW
XY_CE_to_XY_NR,2025-03-31 14:00:00,-1634.1210526319805,MW
XY_CE_to_XY_NR,2025-04-01 15:00:00,-1453.24210526123,MW
XY_CE_to_XY_NR,2025-04-02 16:00:00,-1257.8789473664908,MW
XY_CE_to_XY_NR,2025-04-03 17:00:00,-1220.52105262965,MW
XY_CE_to_XY_NR,2025-04-04 18:00:00,-977.2947368401801,MW
XY_CE_to_XY_NR,2025-04-05 19:00:00,-1242.5736842086003,MW
XY_CE_to_XY_NR,2025-04-06 20:00:00,-1277.7684210507,MW
XY_CE_to_XY_NR,2025-04-07 21:00:00,-1161.0736842086,MW
XY_CE_to_XY_NR,2025-04-08 22:00:00,-1195.57894736649,MW
