snapshot,country,value,region,technology,unit
2025-01-01 00:00:00,XY,13850.0,CE,IND_BOILER,MW
2025-01-02 01:00:00,XY,13475.0,CE,IND_BOILER,MW
2025-01-03 02:00:00,XY,12975.0,CE,IND_BOILER,MW
2025-01-04 03:00:00,XY,12850.0,CE,IND_BOILER,MW
2025-01-05 04:00:00,XY,12475.0,CE,IND_BOILER,MW
2025-01-06 05:00:00,XY,12725.0,CE,IND_BOILER,MW
2025-01-07 06:00:00,XY,13600.0,CE,IND_BOILER,MW
2025-01-08 07:00:00,XY,14350.0,CE,IND_BOILER,MW
2025-01-09 08:00:00,XY,14850.0,CE,IND_BOILER,MW
2025-01-10 09:00:00,XY,14725.0,CE,IND_BOILER,MW
2025-01-11 10:00:00,XY,14350.0,CE,IND_BOILER,MW
2025-01-12 11:00:00,XY,13350.0,CE,IND_BOILER,MW
2025-01-13 12:00:00,XY,13600.0,CE,IND_BOILER,MW
2025-01-14 13:00:00,XY,14725.0,CE,IND_BOILER,MW
2025-01-15 14:00:00,XY,14975.0,CE,IND_BOILER,MW
2025-01-16 15:00:00,XY,15861.0,CE,IND_BOILER,MW
2025-01-17 16:00:00,XY,15225.0,CE,IND_BOILER,MW
2025-01-18 17:00:00,XY,12725.0,CE,IND_BOILER,MW
2025-01-19 18:00:00,XY,12975.0,CE,IND_BOILER,MW
2025-01-20 19:00:00,XY,15350.0,CE,IND_BOILER,MW
2025-01-21 20:00:00,XY,15600.0,CE,IND_BOILER,MW
2025-01-22 21:00:00,XY,15928.0,CE,IND_BOILER,MW
2025-01-23 22:00:00,XY,15861.0,CE,IND_BOILER,MW
2025-01-24 23:00:00,XY,14350.0,CE,IND_BOILER,MW
2025-01-26 00:00:00,XY,12350.0,CE,IND_BOILER,MW
2025-01-27 01:00:00,XY,11884.0,CE,IND_BOILER,MW
2025-01-28 02:00:00,XY,11942.0,CE,IND_BOILER,MW
2025-01-29 03:00:00,XY,12058.0,CE,IND_BOILER,MW
2025-01-30 04:00:00,XY,12475.0,CE,IND_BOILER,MW
2025-01-31 05:00:00,XY,12350.0,CE,IND_BOILER,MW
2025-02-01 06:00:00,XY,12225.0,CE,IND_BOILER,MW
2025-02-02 07:00:00,XY,13100.0,CE,IND_BOILER,MW
2025-02-03 08:00:00,XY,14850.0,CE,IND_BOILER,MW
2025-02-04 09:00:00,XY,15600.0,CE,IND_BOILER,MW
2025-02-05 10:00:00,XY,15995.0,CE,IND_BOILER,MW
2025-02-06 11:00:00,XY,15928.0,CE,IND_BOILER,MW
2025-02-07 12:00:00,XY,15350.0,CE,IND_BOILER,MW
2025-02-08 13:00:00,XY,12850.0,CE,IND_BOILER,MW
2025-02-09 14:00:00,XY,13100.0,CE,IND_BOILER,MW
2025-02-10 15:00:00,XY,15475.0,CE,IND_BOILER,MW
2025-02-11 16:00:00,XY,15725.0,CE,IND_BOILER,MW
2025-02-12 17:00:00,XY,15995.0,CE,IND_BOILER,MW
2025-02-13 18:00:00,XY,15928.0,CE,IND_BOILER,MW
2025-02-14 19:00:00,XY,15350.0,CE,IND_BOILER,MW
2025-02-15 20:00:00,XY,12850.0,CE,IND_BOILER,MW
2025-02-16 21:00:00,XY,13100.0,CE,IND_BOILER,MW
2025-02-17 22:00:00,XY,15475.0,CE,IND_BOILER,MW
2025-02-18 23:00:00,XY,15100.0,CE,IND_BOILER,MW
2025-02-20 00:00:00,XY,13975.0,CE,IND_BOILER,MW
2025-02-21 01:00:00,XY,12475.0,CE,IND_BOILER,MW
2025-02-22 02:00:00,XY,11768.0,CE,IND_BOILER,MW
2025-02-23 03:00:00,XY,11250.0,CE,IND_BOILER,MW
2025-02-24 04:00:00,XY,11594.0,CE,IND_BOILER,MW
2025-02-25 05:00:00,XY,12225.0,CE,IND_BOILER,MW
2025-02-26 06:00:00,XY,13600.0,CE,IND_BOILER,MW
2025-02-27 07:00:00,XY,14725.0,CE,IND_BOILER,MW
2025-02-28 08:00:00,XY,14850.0,CE,IND_BOILER,MW
