snapshot,country,region,value,unit
2025-01-01 00:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-02 01:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-03 02:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-04 03:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-05 04:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-06 05:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-07 06:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-08 07:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-09 08:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-10 09:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-11 10:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-12 11:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-13 12:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-14 13:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-15 14:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-16 15:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-17 16:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-18 17:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-19 18:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-20 19:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-21 20:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-22 21:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-23 22:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-24 23:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-26 00:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-27 01:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-28 02:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-29 03:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-30 04:00:00,XY,CE,94.3076923076923,usd/MWh_el
2025-01-31 05:00:00,XY,CE,94.3076923076923,usd/MWh_el
