snapshot,country,sector,value,unit
2025-01-01 00:00:00,XY,Inflexible_Power,6390.3,MW
2025-01-02 01:00:00,XY,Inflexible_Power,5932.5,MW
2025-01-03 02:00:00,XY,Inflexible_Power,5795.0,MW
2025-01-04 03:00:00,XY,Inflexible_Power,5962.7,MW
2025-01-05 04:00:00,XY,Inflexible_Power,6039.5,MW
2025-01-06 05:00:00,XY,Inflexible_Power,6116.3,MW
2025-01-07 06:00:00,XY,Inflexible_Power,6864.0,MW
2025-01-08 07:00:00,XY,Inflexible_Power,7199.0,MW
2025-01-09 08:00:00,XY,Inflexible_Power,7901.4,MW
2025-01-10 09:00:00,XY,Inflexible_Power,8696.1,MW
2025-01-11 10:00:00,XY,Inflexible_Power,8086.0,MW
2025-01-12 11:00:00,XY,Inflexible_Power,7917.5,MW
2025-01-13 12:00:00,XY,Inflexible_Power,7673.2,MW
2025-01-14 13:00:00,XY,Inflexible_Power,7672.6,MW
2025-01-15 14:00:00,XY,Inflexible_Power,8115.7,MW
2025-01-16 15:00:00,XY,Inflexible_Power,8480.3,MW
2025-01-17 16:00:00,XY,Inflexible_Power,8834.4,MW
2025-01-18 17:00:00,XY,Inflexible_Power,8267.8,MW
2025-01-19 18:00:00,XY,Inflexible_Power,8633.1,MW
2025-01-20 19:00:00,XY,Inflexible_Power,8818.5,MW
2025-01-21 20:00:00,XY,Inflexible_Power,8161.4,MW
2025-01-22 21:00:00,XY,Inflexible_Power,7932.3,MW
2025-01-23 22:00:00,XY,Inflexible_Power,7382.099999999999,MW
2025-01-24 23:00:00,XY,Inflexible_Power,6968.8,MW
2025-01-26 00:00:00,XY,Inflexible_Power,6390.3,MW
2025-01-27 01:00:00,XY,Inflexible_Power,6008.0,MW
2025-01-28 02:00:00,XY,Inflexible_Power,5871.0,MW
2025-01-29 03:00:00,XY,Inflexible_Power,5779.8,MW
2025-01-30 04:00:00,XY,Inflexible_Power,5825.7,MW
2025-01-31 05:00:00,XY,Inflexible_Power,6300.3,MW
2025-02-01 06:00:00,XY,Inflexible_Power,5598.0,MW
2025-02-02 07:00:00,XY,Inflexible_Power,5887.3,MW
2025-02-03 08:00:00,XY,Inflexible_Power,7474.7,MW
2025-02-04 09:00:00,XY,Inflexible_Power,7459.900000000001,MW
2025-02-05 10:00:00,XY,Inflexible_Power,7460.4,MW
2025-02-06 11:00:00,XY,Inflexible_Power,7444.3,MW
2025-02-07 12:00:00,XY,Inflexible_Power,6956.2,MW
2025-02-08 13:00:00,XY,Inflexible_Power,6147.5,MW
2025-02-09 14:00:00,XY,Inflexible_Power,6392.0,MW
2025-02-10 15:00:00,XY,Inflexible_Power,6559.7,MW
2025-02-11 16:00:00,XY,Inflexible_Power,6865.1,MW
2025-02-12 17:00:00,XY,Inflexible_Power,7245.7,MW
2025-02-13 18:00:00,XY,Inflexible_Power,7595.9,MW
2025-02-14 19:00:00,XY,Inflexible_Power,7413.8,MW
2025-02-15 20:00:00,XY,Inflexible_Power,7062.9,MW
2025-02-16 21:00:00,XY,Inflexible_Power,6864.6,MW
2025-02-17 22:00:00,XY,Inflexible_Power,6955.1,MW
2025-02-18 23:00:00,XY,Inflexible_Power,6634.6,MW
2025-02-20 00:00:00,XY,Inflexible_Power,5871.6,MW
2025-02-21 01:00:00,XY,Inflexible_Power,5520.599999999999,MW
2025-02-22 02:00:00,XY,Inflexible_Power,5169.9,MW
2025-02-23 03:00:00,XY,Inflexible_Power,5108.7,MW
