snapshot,status,value,country,unit
2050-01-01 00:00:00,charging,45.26315789481001,XY,MW
2050-01-02 01:00:00,charging,43.15789473691,XY,MW
2050-01-03 02:00:00,charging,44.21052631586,XY,MW
2050-01-04 03:00:00,charging,47.36842105271,XY,MW
2050-01-05 04:00:00,charging,47.36842105271,XY,MW
2050-01-06 05:00:00,charging,45.26315789481001,XY,MW
2050-01-07 06:00:00,charging,46.315789473760006,XY,MW
2050-01-08 07:00:00,charging,26.84210526322,XY,MW
2050-01-09 08:00:00,charging,25.26315789478,XY,MW
2050-01-10 09:00:00,charging,24.736842105290002,XY,MW
2050-01-11 10:00:00,charging,25.26315789478,XY,MW
2050-01-12 11:00:00,charging,25.26315789478,XY,MW
2050-01-13 12:00:00,charging,22.631578947389997,XY,MW
2050-01-14 13:00:00,charging,24.736842105290002,XY,MW
2050-01-15 14:00:00,charging,21.578947368439998,XY,MW
2050-01-16 15:00:00,charging,20.00000000003,XY,MW
2050-01-17 16:00:00,charging,16.31578947369,XY,MW
2050-01-18 17:00:00,charging,13.68421052634,XY,MW
2050-01-19 18:00:00,charging,6.315789473691,XY,MW
2050-01-20 19:00:00,charging,22.10526315793,XY,MW
2050-01-21 20:00:00,charging,21.05263157898,XY,MW
2050-01-22 21:00:00,charging,29.473684210570003,XY,MW
2050-01-23 22:00:00,charging,32.631578947419996,XY,MW
2050-01-24 23:00:00,charging,35.78947368426,XY,MW
2050-01-26 00:00:00,charging,38.42105263163,XY,MW
2050-01-27 01:00:00,charging,38.42105263163,XY,MW
2050-01-28 02:00:00,charging,42.63157894745,XY,MW
2050-01-29 03:00:00,charging,46.315789473760006,XY,MW
2050-01-30 04:00:00,charging,47.89473684219,XY,MW
2050-01-31 05:00:00,charging,44.73684210532,XY,MW
2050-02-01 06:00:00,charging,37.89473684216,XY,MW
2050-02-02 07:00:00,charging,31.052631578979998,XY,MW
2050-02-03 08:00:00,charging,38.94736842111,XY,MW
