snapshot,region,status,value,country,unit
2030-01-01 00:00:00,CE,charging,17.789473684208485,XY,MW
2030-01-02 01:00:00,NR,charging,23.000000000000536,XY,MW
2030-01-03 02:00:00,SO,charging,14.157894736841138,XY,MW
2030-01-04 03:00:00,CE,charging,27.6210526315976,XY,MW
2030-01-05 04:00:00,NR,charging,25.894736842106703,XY,MW
2030-01-06 05:00:00,SO,charging,21.010526315787853,XY,MW
2030-01-07 06:00:00,CE,charging,28.2947368421212,XY,MW
2030-01-08 07:00:00,NR,charging,33.6000000000252,XY,MW
2030-01-09 08:00:00,SO,charging,26.5263157895016,XY,MW
2030-01-10 09:00:00,CE,charging,30.315789473712,XY,MW
2030-01-11 10:00:00,NR,charging,36.000000000027,XY,MW
2030-01-12 11:00:00,SO,charging,28.421052631606,XY,MW
2030-01-13 12:00:00,CE,charging,30.315789473712,XY,MW
2030-01-14 13:00:00,NR,charging,36.000000000027,XY,MW
2030-01-15 14:00:00,SO,charging,28.421052631606,XY,MW
2030-01-16 15:00:00,CE,charging,28.968421052654797,XY,MW
2030-01-17 16:00:00,NR,charging,34.4000000000258,XY,MW
2030-01-18 17:00:00,SO,charging,27.1578947368664,XY,MW
2030-01-19 18:00:00,CE,charging,25.831578947362612,XY,MW
2030-01-20 19:00:00,NR,charging,27.69473684210535,XY,MW
2030-01-21 20:00:00,SO,charging,19.526315789478044,XY,MW
2030-01-22 21:00:00,CE,charging,17.1789473684318,XY,MW
2030-01-23 22:00:00,NR,charging,20.4000000000153,XY,MW
2030-01-24 23:00:00,SO,charging,16.105263157912397,XY,MW
2030-01-26 00:00:00,CE,charging,16.1684210526464,XY,MW
2030-01-27 01:00:00,NR,charging,19.2000000000144,XY,MW
2030-01-28 02:00:00,SO,charging,15.1578947368552,XY,MW
2030-01-29 03:00:00,CE,charging,15.831578947374599,XY,MW
2030-01-30 04:00:00,NR,charging,18.8000000000141,XY,MW
2030-01-31 05:00:00,SO,charging,14.8421052631728,XY,MW
2030-02-01 06:00:00,CE,charging,16.1684210526464,XY,MW
2030-02-02 07:00:00,NR,charging,19.2000000000144,XY,MW
2030-02-03 08:00:00,SO,charging,15.1578947368552,XY,MW
2030-02-04 09:00:00,CE,charging,16.1684210526464,XY,MW
2030-02-05 10:00:00,NR,charging,19.2000000000144,XY,MW
2030-02-06 11:00:00,SO,charging,15.1578947368552,XY,MW
2030-02-07 12:00:00,CE,charging,14.4842105263174,XY,MW
2030-02-08 13:00:00,NR,charging,17.2000000000129,XY,MW
2030-02-09 14:00:00,SO,charging,13.5789473684332,XY,MW
2030-02-10 15:00:00,CE,charging,15.831578947374599,XY,MW
2030-02-11 16:00:00,NR,charging,18.8000000000141,XY,MW
2030-02-12 17:00:00,SO,charging,14.8421052631728,XY,MW
2030-02-13 18:00:00,CE,charging,13.8105263157938,XY,MW
2030-02-14 19:00:00,NR,charging,16.400000000012298,XY,MW
2030-02-15 20:00:00,SO,charging,12.947368421058398,XY,MW
2030-02-16 21:00:00,CE,charging,12.8000000000084,XY,MW
2030-02-17 22:00:00,NR,charging,15.2000000000114,XY,MW
2030-02-18 23:00:00,SO,charging,12.0000000000112,XY,MW
2030-02-20 00:00:00,CE,charging,10.4421052631658,XY,MW
2030-02-21 01:00:00,NR,charging,12.4000000000093,XY,MW
2030-02-22 02:00:00,SO,charging,9.7894736842244,XY,MW
2030-02-23 03:00:00,CE,charging,8.7578947368468,XY,MW
2030-02-24 04:00:00,NR,charging,10.4000000000078,XY,MW
2030-02-25 05:00:00,SO,charging,8.2105263157924,XY,MW
2030-02-26 06:00:00,CE,charging,4.0421052631636005,XY,MW
2030-02-27 07:00:00,NR,charging,4.8000000000036,XY,MW
2030-02-28 08:00:00,SO,charging,3.7894736842167998,XY,MW
2030-03-01 09:00:00,CE,charging,14.1473684210656,XY,MW
2030-03-02 10:00:00,NR,charging,16.8000000000126,XY,MW
2030-03-03 11:00:00,SO,charging,13.2631578947508,XY,MW
2030-03-04 12:00:00,CE,charging,13.473684210532,XY,MW
2030-03-05 13:00:00,NR,charging,16.000000000012,XY,MW
2030-03-06 14:00:00,SO,charging,12.631578947376001,XY,MW
2030-03-07 15:00:00,CE,charging,18.8631578947508,XY,MW
2030-03-08 16:00:00,NR,charging,22.4000000000168,XY,MW
2030-03-09 17:00:00,SO,charging,17.6842105263344,XY,MW
2030-03-10 18:00:00,CE,charging,20.8842105263216,XY,MW
2030-03-11 19:00:00,NR,charging,24.8000000000186,XY,MW
2030-03-12 20:00:00,SO,charging,19.5789473684388,XY,MW
2030-03-13 21:00:00,CE,charging,22.9052631579124,XY,MW
2030-03-14 22:00:00,NR,charging,27.200000000020403,XY,MW
2030-03-15 23:00:00,SO,charging,21.4736842105432,XY,MW
2030-03-17 00:00:00,CE,charging,24.5894736842314,XY,MW
2030-03-18 01:00:00,NR,charging,29.2000000000219,XY,MW
2030-03-19 02:00:00,SO,charging,23.052631578975202,XY,MW
2030-03-20 03:00:00,CE,charging,24.5894736842314,XY,MW
2030-03-21 04:00:00,NR,charging,29.2000000000219,XY,MW
2030-03-22 05:00:00,SO,charging,23.052631578975202,XY,MW
2030-03-23 06:00:00,CE,charging,27.2842105263258,XY,MW
2030-03-24 07:00:00,NR,charging,28.09473684211193,XY,MW
2030-03-25 08:00:00,SO,charging,20.852631578953087,XY,MW
2030-03-26 09:00:00,CE,charging,29.6421052631784,XY,MW
2030-03-27 10:00:00,NR,charging,35.2000000000264,XY,MW
2030-03-28 11:00:00,SO,charging,27.7894736842412,XY,MW
2030-03-29 12:00:00,CE,charging,30.6526315789638,XY,MW
2030-03-30 13:00:00,NR,charging,36.4000000000273,XY,MW
2030-03-31 14:00:00,SO,charging,28.7368421052884,XY,MW
2030-04-01 15:00:00,CE,charging,28.631578947382998,XY,MW
2030-04-02 16:00:00,NR,charging,34.0000000000255,XY,MW
2030-04-03 17:00:00,SO,charging,26.842105263184,XY,MW
2030-04-04 18:00:00,CE,charging,24.252631578959598,XY,MW
2030-04-05 19:00:00,NR,charging,28.800000000021598,XY,MW
2030-04-06 20:00:00,SO,charging,22.736842105282797,XY,MW
2030-04-07 21:00:00,CE,charging,19.873684210536197,XY,MW
2030-04-08 22:00:00,NR,charging,23.600000000017697,XY,MW
2030-04-09 23:00:00,SO,charging,18.6315789473816,XY,MW
2030-04-11 00:00:00,CE,charging,24.9263157894932,XY,MW
2030-04-12 01:00:00,NR,charging,29.6000000000222,XY,MW
2030-04-13 02:00:00,SO,charging,23.3684210526576,XY,MW
2030-04-14 03:00:00,CE,charging,27.2842105263258,XY,MW
2030-04-15 04:00:00,NR,charging,31.11578947369088,XY,MW
2030-04-16 05:00:00,SO,charging,24.463157894742558,XY,MW
2030-04-17 06:00:00,CE,charging,14.1473684210656,XY,MW
2030-04-18 07:00:00,NR,charging,16.8000000000126,XY,MW
2030-04-19 08:00:00,SO,charging,13.2631578947508,XY,MW
2030-04-20 09:00:00,CE,charging,15.831578947374599,XY,MW
2030-04-21 10:00:00,NR,charging,18.8000000000141,XY,MW
2030-04-22 11:00:00,SO,charging,14.8421052631728,XY,MW
2030-04-23 12:00:00,CE,charging,15.4947368421128,XY,MW
2030-04-24 13:00:00,NR,charging,18.4000000000138,XY,MW
2030-04-25 14:00:00,SO,charging,14.5263157894904,XY,MW
2030-04-26 15:00:00,CE,charging,13.8105263157938,XY,MW
2030-04-27 16:00:00,NR,charging,16.400000000012298,XY,MW
2030-04-28 17:00:00,SO,charging,12.947368421058398,XY,MW
2030-04-29 18:00:00,CE,charging,6.4000000000042,XY,MW
2030-04-30 19:00:00,NR,charging,7.6000000000057,XY,MW
