country,technology,year,value,unit
XY,BIOT,2040,8692.660550458715,hours
XY,CCGT,2040,68.00618238021639,hours
XY,CSP,2040,1714.2857142857142,hours
XY,HDAM,2040,4.0,hours
XY,NUCL,2040,6179.48717948718,hours
XY,PHOT,2040,1603.836530442035,hours
XY,RTPV,2040,1282.051282051282,hours
XY,SubC,2040,8300.0,hours
XY,WSTT,2040,3000.0,hours
XY,WTON,2040,2410.018552875696,hours
YZ,BIOT,2040,8000.0,hours
YZ,CCGT,2040,75.86206896551725,hours
YZ,HROR,2040,7501.176470588235,hours
YZ,PHOT,2040,1708.3333333333335,hours
YZ,RTPV,2040,307.6923076923077,hours
YZ,SubC,2040,3537.078651685393,hours
YZ,SupC,2040,3538.095238095238,hours
YZ,WTON,2040,3278.517901748543,hours
