snapshot,type,status,value,country,unit
2040-01-01 00:00:00,TRAN-PRV,charging,49.55789473686737,XY,MW
2040-01-02 01:00:00,TRAN-PUB,charging,36.21052631579,XY,MW
2040-01-03 02:00:00,TRAN-PRV,charging,51.789473684280004,XY,MW
2040-01-04 03:00:00,TRAN-PUB,charging,34.52631578947,XY,MW
2040-01-05 04:00:00,TRAN-PRV,charging,53.05263157902,XY,MW
2040-01-06 05:00:00,TRAN-PUB,charging,35.36842105263,XY,MW
2040-01-07 06:00:00,TRAN-PRV,charging,56.84210526323999,XY,MW
2040-01-08 07:00:00,TRAN-PUB,charging,37.89473684211001,XY,MW
2040-01-09 08:00:00,TRAN-PRV,charging,56.84210526323999,XY,MW
2040-01-10 09:00:00,TRAN-PUB,charging,37.89473684211001,XY,MW
2040-01-11 10:00:00,TRAN-PRV,charging,54.315789473760006,XY,MW
2040-01-12 11:00:00,TRAN-PUB,charging,36.21052631579,XY,MW
2040-01-13 12:00:00,TRAN-PRV,charging,55.5789473685,XY,MW
2040-01-14 13:00:00,TRAN-PUB,charging,37.05263157895,XY,MW
2040-01-15 14:00:00,TRAN-PRV,charging,32.21052631584,XY,MW
2040-01-16 15:00:00,TRAN-PUB,charging,21.47368421054,XY,MW
2040-01-17 16:00:00,TRAN-PRV,charging,30.31578947373,XY,MW
2040-01-18 17:00:00,TRAN-PUB,charging,20.21052631579,XY,MW
2040-01-19 18:00:00,TRAN-PRV,charging,29.684210526330002,XY,MW
2040-01-20 19:00:00,TRAN-PUB,charging,19.78947368422,XY,MW
2040-01-21 20:00:00,TRAN-PRV,charging,30.31578947373,XY,MW
2040-01-22 21:00:00,TRAN-PUB,charging,20.21052631579,XY,MW
2040-01-23 22:00:00,TRAN-PRV,charging,30.31578947373,XY,MW
2040-01-24 23:00:00,TRAN-PUB,charging,20.21052631579,XY,MW
2040-01-26 00:00:00,TRAN-PRV,charging,27.15789473685,XY,MW
2040-01-27 01:00:00,TRAN-PUB,charging,18.105263157899998,XY,MW
2040-01-28 02:00:00,TRAN-PRV,charging,29.684210526330002,XY,MW
