snapshot,country,sector,value,unit
2030-01-01 00:00:00,XY,Inflexible_Power,6392.9,MW
2030-01-02 01:00:00,XY,Inflexible_Power,5935.099999999999,MW
2030-01-03 02:00:00,XY,Inflexible_Power,5797.4,MW
2030-01-04 03:00:00,XY,Inflexible_Power,5964.9,MW
2030-01-05 04:00:00,XY,Inflexible_Power,6041.5,MW
2030-01-06 05:00:00,XY,Inflexible_Power,6118.1,MW
2030-01-07 06:00:00,XY,Inflexible_Power,6865.2,MW
2030-01-08 07:00:00,XY,Inflexible_Power,7198.2,MW
2030-01-09 08:00:00,XY,Inflexible_Power,7902.8,MW
2030-01-10 09:00:00,XY,Inflexible_Power,8696.5,MW
2030-01-11 10:00:00,XY,Inflexible_Power,8087.6,MW
2030-01-12 11:00:00,XY,Inflexible_Power,7918.3,MW
2030-01-13 12:00:00,XY,Inflexible_Power,7675.2,MW
2030-01-14 13:00:00,XY,Inflexible_Power,7676.6,MW
2030-01-15 14:00:00,XY,Inflexible_Power,8119.3,MW
2030-01-16 15:00:00,XY,Inflexible_Power,8483.5,MW
2030-01-17 16:00:00,XY,Inflexible_Power,8836.0,MW
2030-01-18 17:00:00,XY,Inflexible_Power,8265.0,MW
2030-01-19 18:00:00,XY,Inflexible_Power,8628.3,MW
2030-01-20 19:00:00,XY,Inflexible_Power,8817.1,MW
2030-01-21 20:00:00,XY,Inflexible_Power,8161.6,MW
2030-01-22 21:00:00,XY,Inflexible_Power,7933.9,MW
2030-01-23 22:00:00,XY,Inflexible_Power,7384.299999999999,MW
2030-01-24 23:00:00,XY,Inflexible_Power,6971.6,MW
2030-01-26 00:00:00,XY,Inflexible_Power,6392.9,MW
2030-01-27 01:00:00,XY,Inflexible_Power,6009.599999999999,MW
2030-01-28 02:00:00,XY,Inflexible_Power,5874.4,MW
2030-01-29 03:00:00,XY,Inflexible_Power,5782.0,MW
2030-01-30 04:00:00,XY,Inflexible_Power,5827.5,MW
2030-01-31 05:00:00,XY,Inflexible_Power,6302.1,MW
2030-02-01 06:00:00,XY,Inflexible_Power,5598.0,MW
2030-02-02 07:00:00,XY,Inflexible_Power,5886.5,MW
2030-02-03 08:00:00,XY,Inflexible_Power,7474.9,MW
2030-02-04 09:00:00,XY,Inflexible_Power,7461.5,MW
2030-02-05 10:00:00,XY,Inflexible_Power,7461.8,MW
