flow,snapshot,value,unit
XY_CE_to_XY_NR,2030-11-28 06:00:00,-1157.4999999980444,MW
XY_CE_to_XY_NR,2030-11-29 07:00:00,-1326.474999998049,MW
XY_CE_to_XY_NR,2030-11-30 08:00:00,-1337.0499999980532,MW
XY_CE_to_XY_NR,2030-12-01 09:00:00,-1328.5749999980546,MW
XY_CE_to_XY_NR,2030-12-02 10:00:00,-1329.6749999980511,MW
XY_CE_to_XY_NR,2030-12-03 11:00:00,-1139.0749999970485,MW
XY_CE_to_XY_NR,2030-12-04 12:00:00,-1211.3789809615491,MW
XY_CE_to_XY_NR,2030-12-05 13:00:00,-855.8263143916163,MW
XY_CE_to_XY_NR,2030-12-06 14:00:00,-1189.226314391617,MW
XY_CE_to_XY_NR,2030-12-07 15:00:00,-1396.1977272710592,MW
XY_CE_to_XY_NR,2030-12-08 16:00:00,-1414.174999998066,MW
XY_CE_to_XY_NR,2030-12-09 17:00:00,-1160.6749999980611,MW
XY_CE_to_XY_NR,2030-12-10 18:00:00,-864.5749999980635,MW
XY_CE_to_XY_NR,2030-12-11 19:00:00,-643.4749999980618,MW
XY_CE_to_XY_NR,2030-12-12 20:00:00,-990.0749999980599,MW
XY_CE_to_XY_NR,2030-12-13 21:00:00,-804.0749999980576,MW
XY_CE_to_XY_NR,2030-12-14 22:00:00,-1297.2249999980565,MW
XY_CE_to_XY_NR,2030-12-15 23:00:00,-1381.774999998055,MW
XY_CE_to_XY_NR,2030-12-17 00:00:00,-1064.4749999980513,MW
XY_CE_to_XY_NR,2030-12-18 01:00:00,-1424.9749999980475,MW
XY_CE_to_XY_NR,2030-12-19 02:00:00,-1522.4749999980452,MW
XY_CE_to_XY_NR,2030-12-20 03:00:00,-1549.6999999980449,MW
XY_CE_to_XY_NR,2030-12-21 04:00:00,-1531.2645781099418,MW
XY_CE_to_XY_NR,2030-12-22 05:00:00,-1566.0999999980445,MW
XY_CE_to_XY_NR,2030-12-23 06:00:00,-1516.4249999980461,MW
XY_CE_to_XY_NR,2030-12-24 07:00:00,-1259.3013157875382,MW
XY_CE_to_XY_NR,2030-12-25 08:00:00,-1199.1171052612274,MW
XY_CE_to_XY_NR,2030-12-26 09:00:00,-1181.853947366506,MW
XY_CE_to_XY_NR,2030-12-27 10:00:00,-971.3749999980469,MW
XY_CE_to_XY_NR,2030-12-28 11:00:00,-1504.3249999980546,MW
XY_CE_to_XY_NR,2030-12-29 12:00:00,-1295.847727271057,MW
XY_CE_to_XY_NR,2030-12-30 13:00:00,-1329.1477272710604,MW
XY_CE_to_XY_NR,2030-12-31 14:00:00,-1125.7477272710582,MW
