snapshot,country,technology,value,unit
2025-01-01 00:00:00,XY,IND_BOILER,11321.6,MW
2025-01-02 01:00:00,XY,IND_BOILER,11028.8,MW
2025-01-03 02:00:00,XY,IND_BOILER,10638.4,MW
2025-01-04 03:00:00,XY,IND_BOILER,10540.8,MW
2025-01-05 04:00:00,XY,IND_BOILER,10248.0,MW
2025-01-06 05:00:00,XY,IND_BOILER,10443.2,MW
2025-01-07 06:00:00,XY,IND_BOILER,11126.4,MW
2025-01-08 07:00:00,XY,IND_BOILER,11712.0,MW
2025-01-09 08:00:00,XY,IND_BOILER,12102.4,MW
2025-01-10 09:00:00,XY,IND_BOILER,12004.8,MW
2025-01-11 10:00:00,XY,IND_BOILER,11712.0,MW
2025-01-12 11:00:00,XY,IND_BOILER,10931.2,MW
2025-01-13 12:00:00,XY,IND_BOILER,11126.4,MW
2025-01-14 13:00:00,XY,IND_BOILER,12004.8,MW
2025-01-15 14:00:00,XY,IND_BOILER,12200.0,MW
2025-01-16 15:00:00,XY,IND_BOILER,12866.8,MW
2025-01-17 16:00:00,XY,IND_BOILER,12395.2,MW
2025-01-18 17:00:00,XY,IND_BOILER,10443.2,MW
2025-01-19 18:00:00,XY,IND_BOILER,10638.4,MW
2025-01-20 19:00:00,XY,IND_BOILER,12492.8,MW
2025-01-21 20:00:00,XY,IND_BOILER,12688.0,MW
2025-01-22 21:00:00,XY,IND_BOILER,12906.4,MW
2025-01-23 22:00:00,XY,IND_BOILER,12866.8,MW
2025-01-24 23:00:00,XY,IND_BOILER,11712.0,MW
2025-01-26 00:00:00,XY,IND_BOILER,10150.4,MW
2025-01-27 01:00:00,XY,IND_BOILER,9564.8,MW
2025-01-28 02:00:00,XY,IND_BOILER,9662.4,MW
2025-01-29 03:00:00,XY,IND_BOILER,9857.6,MW
2025-01-30 04:00:00,XY,IND_BOILER,10248.0,MW
2025-01-31 05:00:00,XY,IND_BOILER,10150.4,MW
2025-02-01 06:00:00,XY,IND_BOILER,10052.8,MW
